renglon,año,entidad,cve_geo,cre_nat,cre_soc,cre_tot,def,edad_med,emi_est,emi_int,evh,evm,ev,hom_mit_año,ind_env,inm_est,inm_int,mig_net_est,mig_net_int,muj_mit_año,nac,pob_mit_año,muj_12_14,muj_15_29,muj_15_49,muj_18_24,muj_3_5,muj_30_64,muj_6_11,muj_65_mas,hom_12_14,hom_15_29,hom_15_49,hom_18_24,hom_3_5,hom_30_64,hom_6_11,hom_65_mas,pob_12_14,pob_15_29,pob_15_49,pob_18_24,pob_3_5,pob_30_64,pob_6_11,pob_65_mas,raz_dep_adu,raz_dep_inf,raz_dep,t_bru_mor,t_bru_nat,t_cre_nat,t_cre_soc,t_cre_tot,t_emi_est,t_inm_est,t_mig_net_est,t_mig_net_int,tmih,tmim,tmi,tef_ado,tgf,fecha_reg
393,2018.0,Campeche,4.0,12364.0,4470,16834,5552.0,27.0,5729,508,71.66,77.56,74.52,477987.0,23.89,10117,590,4388,82,489332.0,17916.0,967319.0,25171.0,127850.0,266432.0,59715.0,26833.0,199147.0,51491.0,32508.0,25546.0,127860.0,258437.0,59917.0,27183.0,187932.0,52227.0,30069.0,50717.0,255710.0,524869.0,119632.0,54016.0,387079.0,103718.0,62577.0,9.74,40.75,50.49,5.74,18.52,1.28,0.46,1.74,0.592255502,1.045880418,0.453624916,0.01,15.72,12.72,14.26,81.18,2.15,2017-02-05
394,2019.0,Campeche,4.0,12182.0,4443,16625,5657.0,27.62,5735,518,71.78,77.73,74.66,486336.0,24.68,10096,600,4361,82,497710.0,17839.0,984046.0,25306.0,128533.0,270415.0,59780.0,26993.0,204647.0,52035.0,33950.0,25718.0,128838.0,262794.0,59960.0,27451.0,193216.0,52841.0,31129.0,51024.0,257371.0,533209.0,119740.0,54444.0,397863.0,104876.0,65079.0,9.93,40.25,50.18,5.75,18.13,1.24,0.45,1.69,0.582797959,1.025968298,0.44317034,0.01,15.4,12.42,13.95,79.84,2.12,2022-01-24
395,2020.0,Campeche,4.0,12105.0,4411,16516,5784.0,28.0,5736,522,71.91,77.83,74.78,494604.0,25.53,10063,606,4327,84,506013.0,17889.0,1000617.0,25458.0,129121.0,274266.0,59836.0,26943.0,210126.0,52630.0,35490.0,25906.0,129653.0,267034.0,60018.0,27553.0,198583.0,53501.0,32263.0,51364.0,258774.0,541300.0,119854.0,54496.0,408709.0,106131.0,67753.0,10.15,39.76,49.91,5.78,17.88,1.21,0.44,1.65,0.573246307,1.005679496,0.432433189,0.01,15.0,12.13,13.6,79.17,2.11,2020-10-28
396,2021.0,Campeche,4.0,11900.0,4376,16276,5903.0,28.0,5736,526,72.03,77.98,74.92,502774.0,26.45,10026,612,4290,86,514237.0,17803.0,1017011.0,25638.0,129607.0,277966.0,59927.0,26808.0,215576.0,53245.0,37132.0,26127.0,130303.0,271143.0,60132.0,27547.0,204013.0,54183.0,33468.0,51765.0,259910.0,549109.0,120059.0,54355.0,419589.0,107428.0,70600.0,10.39,39.28,49.67,5.8,17.51,1.17,0.43,1.6,0.564005699,0.985830045,0.421824346,0.01,14.64,11.81,13.26,78.0,2.09,2022-09-19
397,2022.0,Campeche,4.0,11823.0,4344,16167,6019.0,28.59,5727,534,72.2,78.12,75.08,510847.0,27.44,9987,618,4260,84,522376.0,17842.0,1033223.0,25838.0,130030.0,281528.0,60086.0,26714.0,220973.0,53740.0,38874.0,26380.0,130843.0,275139.0,60333.0,27513.0,209462.0,54796.0,34742.0,52218.0,260873.0,556667.0,120419.0,54227.0,430435.0,108536.0,73616.0,10.65,38.81,49.46,5.83,17.27,1.14,0.42,1.56,0.55428499,0.966587078,0.412302088,0.01,14.2,11.48,12.87,77.51,2.08,2022-06-27
398,2023.0,Campeche,4.0,11588.0,4305,15893,6154.0,29.0,5722,538,72.32,78.26,75.21,518825.0,28.49,9942,623,4220,85,530419.0,17742.0,1049244.0,26066.0,130427.0,284969.0,60296.0,26705.0,226283.0,54048.0,40714.0,26660.0,131344.0,279055.0,60608.0,27508.0,214883.0,55267.0,36080.0,52726.0,261771.0,564024.0,120904.0,54213.0,441166.0,109315.0,76794.0,10.92,38.34,49.27,5.87,16.91,1.1,0.41,1.51,0.545345029,0.947539371,0.402194342,0.01,13.82,11.16,12.52,76.44,2.05,2017-06-27
399,2024.0,Campeche,4.0,11490.0,4273,15763,6283.0,29.0,5710,542,72.49,78.41,75.37,526696.0,29.62,9899,626,4189,84,538375.0,17773.0,1065071.0,26346.0,130829.0,288308.0,60533.0,26683.0,231492.0,54237.0,42652.0,26974.0,131855.0,282924.0,60932.0,27489.0,220235.0,55617.0,37479.0,53320.0,262684.0,571232.0,121465.0,54172.0,451727.0,109854.0,80131.0,11.22,37.87,49.08,5.9,16.69,1.08,0.4,1.48,0.536114494,0.929421607,0.393307113,0.01,13.38,10.82,12.13,75.99,2.04,2020-02-28
400,2025.0,Campeche,4.0,11242.0,4241,15483,6430.0,29.58,5701,546,72.6,78.55,75.5,534462.0,30.81,9861,627,4160,81,546232.0,17672.0,1080694.0,26678.0,131269.0,291558.0,60788.0,26650.0,236577.0,54294.0,44671.0,27320.0,132427.0,286776.0,61298.0,27462.0,225480.0,55838.0,38931.0,53998.0,263696.0,578334.0,122086.0,54112.0,462057.0,110132.0,83602.0,11.52,37.39,48.91,5.95,16.35,1.04,0.39,1.43,0.527531383,0.91246921,0.384937827,0.01,13.0,10.5,11.78,75.06,2.02,2019-04-17
401,2026.0,Campeche,4.0,11131.0,4200,15331,6575.0,30.0,5686,551,72.77,78.67,75.65,542119.0,32.07,9808,629,4122,78,553980.0,17706.0,1096099.0,27035.0,131796.0,294750.0,61071.0,26610.0,241503.0,54222.0,46767.0,27687.0,133104.0,290642.0,61702.0,27429.0,230586.0,55923.0,40432.0,54722.0,264900.0,585392.0,122773.0,54039.0,472089.0,110145.0,87199.0,11.83,36.89,48.73,6.0,16.15,1.02,0.38,1.4,0.518748763,0.894809684,0.376060922,0.01,12.57,10.19,11.41,74.72,2.01,2017-07-08
402,2027.0,Campeche,4.0,10910.0,4174,15084,6704.0,30.0,5665,548,72.93,78.88,75.84,549666.0,33.4,9753,634,4088,86,561637.0,17614.0,1111303.0,27359.0,132461.0,297922.0,61399.0,26564.0,246258.0,54058.0,48934.0,28042.0,133913.0,294537.0,62141.0,27384.0,235537.0,55887.0,41986.0,55401.0,266374.0,592459.0,123540.0,53948.0,481795.0,109945.0,90920.0,12.15,36.38,48.54,6.03,15.85,0.98,0.38,1.36,0.509761964,0.877618435,0.367856471,0.01,12.15,9.82,11.01,73.86,1.99,2021-03-17
403,2028.0,Campeche,4.0,10811.0,4129,14940,6852.0,30.52,5652,551,73.09,79.03,76.0,557111.0,34.81,9697,635,4045,84,569203.0,17663.0,1126314.0,27509.0,133259.0,301071.0,61764.0,26514.0,250858.0,53925.0,51173.0,28297.0,134859.0,298450.0,62610.0,27335.0,240334.0,55813.0,43588.0,55806.0,268118.0,599521.0,124374.0,53849.0,491192.0,109738.0,94761.0,12.48,35.85,48.33,6.08,15.68,0.96,0.37,1.33,0.501813881,0.860949966,0.359136085,0.01,11.74,9.5,10.64,73.52,1.98,2021-03-22
404,2029.0,Campeche,4.0,10571.0,4095,14666,7014.0,31.0,5632,552,73.23,79.18,76.15,564461.0,36.29,9643,636,4011,84,576658.0,17585.0,1141119.0,27452.0,134154.0,304169.0,62163.0,26462.0,255316.0,53867.0,53472.0,28389.0,135929.0,302364.0,63108.0,27286.0,244997.0,55759.0,45241.0,55841.0,270083.0,606533.0,125271.0,53748.0,500313.0,109626.0,98713.0,12.81,35.31,48.12,6.15,15.41,0.93,0.36,1.29,0.493550629,0.845047712,0.351497083,0.01,11.35,9.18,10.29,72.74,1.96,2017-09-02
405,2030.0,Campeche,4.0,10483.0,4059,14542,7169.0,31.0,5609,555,73.4,79.35,76.32,571701.0,37.84,9584,639,3975,84,584023.0,17652.0,1155724.0,27312.0,135100.0,307179.0,62632.0,26410.0,259653.0,53792.0,55837.0,28372.0,137083.0,306228.0,63660.0,27241.0,249534.0,55684.0,46939.0,55684.0,272183.0,613407.0,126292.0,53651.0,509187.0,109476.0,102776.0,13.15,34.76,47.91,6.2,15.27,0.91,0.35,1.26,0.485323486,0.829263734,0.343940249,0.01,10.95,8.86,9.93,72.61,1.96,2018-09-24
406,2031.0,Campeche,4.0,10256.0,4018,14274,7330.0,31.38,5589,559,73.55,79.51,76.47,578841.0,39.44,9526,640,3937,81,591287.0,17586.0,1170128.0,27214.0,135963.0,309962.0,63180.0,26362.0,263871.0,53702.0,58261.0,28325.0,138223.0,309932.0,64281.0,27202.0,253965.0,55594.0,48686.0,55539.0,274186.0,619894.0,127461.0,53564.0,517836.0,109296.0,106947.0,13.5,34.24,47.74,6.26,15.03,0.88,0.34,1.22,0.477640053,0.81409897,0.336458917,0.01,10.57,8.55,9.58,71.99,1.94,2021-06-18
407,2032.0,Campeche,4.0,10154.0,3983,14137,7492.0,31.98,5559,561,73.72,79.68,76.64,585873.0,41.07,9457,646,3898,85,598461.0,17646.0,1184334.0,27198.0,136708.0,312459.0,63794.0,26325.0,267960.0,53602.0,60753.0,28308.0,139267.0,313374.0,64964.0,27174.0,258289.0,55494.0,50492.0,55506.0,275975.0,625833.0,128758.0,53499.0,526249.0,109096.0,111245.0,13.87,33.76,47.63,6.33,14.9,0.86,0.34,1.19,0.469377726,0.798507853,0.329130127,0.01,10.19,8.24,9.24,72.0,1.94,2022-04-30
408,2033.0,Campeche,4.0,9913.0,3946,13859,7663.0,32.0,5534,562,73.88,79.85,76.81,592802.0,42.76,9393,649,3859,87,605531.0,17576.0,1198333.0,27170.0,137414.0,314757.0,64426.0,26303.0,271918.0,53494.0,63315.0,28278.0,140245.0,316580.0,65680.0,27158.0,262512.0,55390.0,52368.0,55448.0,277659.0,631337.0,130106.0,53461.0,534430.0,108884.0,115683.0,14.25,33.32,47.56,6.39,14.67,0.83,0.33,1.16,0.461808195,0.783838883,0.322030688,0.01,9.82,7.93,8.9,71.43,1.92,2017-03-18
409,2034.0,Campeche,4.0,9799.0,3913,13712,7843.0,32.17,5515,562,74.03,80.01,76.97,599610.0,44.5,9339,651,3824,89,612504.0,17642.0,1212114.0,27129.0,138063.0,316857.0,64946.0,26294.0,275756.0,53389.0,65957.0,28240.0,141139.0,319534.0,66335.0,27152.0,266640.0,55288.0,54301.0,55369.0,279202.0,636391.0,131281.0,53446.0,542396.0,108677.0,120258.0,14.64,32.89,47.53,6.47,14.55,0.81,0.32,1.13,0.454990207,0.770472084,0.315481877,0.01,9.47,7.64,8.58,71.4,1.92,2021-05-03
410,2035.0,Campeche,4.0,9553.0,3875,13428,8018.0,32.75,5473,562,74.19,80.17,77.13,606317.0,46.3,9261,649,3788,87,619373.0,17571.0,1225690.0,27082.0,138653.0,318756.0,65300.0,26289.0,279459.0,53294.0,68680.0,28192.0,141955.0,322233.0,66859.0,27149.0,270663.0,55198.0,56309.0,55274.0,280608.0,640989.0,132159.0,53438.0,550122.0,108492.0,124989.0,15.05,32.5,47.54,6.54,14.34,0.78,0.32,1.1,0.446523999,0.755574411,0.309050412,0.01,9.12,7.36,8.26,70.76,1.9,2020-10-19
411,2036.0,Campeche,4.0,9414.0,3836,13250,8215.0,33.0,5446,565,74.34,80.32,77.28,612902.0,48.15,9195,652,3749,87,626124.0,17629.0,1239026.0,27027.0,139187.0,320454.0,65569.0,26286.0,283011.0,53212.0,71488.0,28134.0,142707.0,324677.0,67283.0,27145.0,274569.0,55127.0,58367.0,55161.0,281894.0,645131.0,132852.0,53431.0,557580.0,108339.0,129855.0,15.47,32.13,47.6,6.63,14.23,0.76,0.31,1.07,0.439538799,0.742115178,0.302576379,0.01,8.79,7.1,7.97,70.72,1.9,2018-09-10
412,2037.0,Campeche,4.0,9146.0,3789,12935,8405.0,33.0,5416,564,74.49,80.48,77.44,619365.0,50.05,9116,653,3700,89,632750.0,17551.0,1252115.0,26971.0,139649.0,321950.0,65715.0,26280.0,286425.0,53148.0,74370.0,28070.0,143385.0,326854.0,67582.0,27139.0,278363.0,55073.0,60485.0,55041.0,283034.0,648804.0,133297.0,53419.0,564788.0,108221.0,134855.0,15.91,31.78,47.69,6.71,14.02,0.73,0.3,1.03,0.432548129,0.728048143,0.295500014,0.01,8.46,6.84,7.67,70.11,1.89,2021-06-10
413,2038.0,Campeche,4.0,9009.0,3755,12764,8595.0,33.48,5383,564,74.66,80.63,77.6,625702.0,51.99,9050,652,3667,88,639266.0,17604.0,1264968.0,26914.0,140035.0,323263.0,65729.0,26272.0,289729.0,53100.0,77320.0,28006.0,143961.0,328754.0,67746.0,27138.0,282082.0,55035.0,62637.0,54920.0,283996.0,652017.0,133475.0,53410.0,571811.0,108135.0,139957.0,16.35,31.46,47.81,6.79,13.92,0.71,0.3,1.01,0.425544362,0.715433118,0.289888756,0.01,8.14,6.59,7.38,70.09,1.89,2020-01-02
414,2039.0,Campeche,4.0,8731.0,3714,12445,8792.0,34.0,5347,566,74.81,80.8,77.76,631918.0,53.95,8974,653,3627,87,645652.0,17523.0,1277570.0,26854.0,140336.0,324405.0,65620.0,26262.0,292935.0,53065.0,80319.0,27950.0,144434.0,330409.0,67779.0,27136.0,285758.0,55005.0,64803.0,54804.0,284770.0,654814.0,133399.0,53398.0,578693.0,108070.0,145122.0,16.81,31.15,47.96,6.88,13.72,0.68,0.29,0.97,0.418528926,0.702427264,0.283898338,0.01,7.84,6.34,7.11,69.58,1.87,2017-06-21
415,2040.0,Campeche,4.0,8561.0,3677,12238,9003.0,34.0,5305,565,74.95,80.94,77.9,637997.0,55.93,8892,655,3587,90,651910.0,17564.0,1289907.0,26800.0,140547.0,325379.0,65411.0,26248.0,296055.0,53038.0,83360.0,27904.0,144796.0,331813.0,67687.0,27131.0,289406.0,54985.0,66963.0,54704.0,285343.0,657192.0,133098.0,53379.0,585461.0,108023.0,150323.0,17.26,30.87,48.13,6.98,13.62,0.66,0.29,0.95,0.41126996,0.689352023,0.278082063,0.01,7.55,6.11,6.85,69.52,1.87,2019-01-08
416,2041.0,Campeche,4.0,8275.0,3636,11911,9196.0,34.17,5267,569,75.12,81.1,78.07,643942.0,57.91,8816,656,3549,87,658039.0,17471.0,1301981.0,26757.0,140649.0,326188.0,65229.0,26232.0,299124.0,53015.0,86426.0,27868.0,145041.0,332984.0,67551.0,27119.0,293053.0,54971.0,69103.0,54625.0,285690.0,659172.0,132780.0,53351.0,592177.0,107986.0,155529.0,17.72,30.6,48.31,7.06,13.42,0.64,0.28,0.91,0.404537393,0.677122016,0.272584623,0.01,7.26,5.87,6.58,69.04,1.86,2019-12-08
417,2042.0,Campeche,4.0,8086.0,3603,11689,9414.0,34.72,5222,568,75.25,81.25,78.21,649747.0,59.89,8735,658,3513,90,664028.0,17500.0,1313775.0,26728.0,140616.0,326859.0,65116.0,26213.0,302169.0,52992.0,89511.0,27843.0,145155.0,333969.0,67436.0,27102.0,296720.0,54955.0,71218.0,54571.0,285771.0,660828.0,132552.0,53315.0,598889.0,107947.0,160729.0,18.17,30.34,48.51,7.17,13.32,0.62,0.27,0.89,0.397480543,0.664877928,0.267397385,0.01,6.99,5.65,6.34,69.07,1.86,2017-01-25
418,2043.0,Campeche,4.0,7766.0,3555,11321,9631.0,35.0,5175,569,75.4,81.4,78.36,655403.0,61.88,8643,656,3468,87,669877.0,17397.0,1325280.0,26710.0,140451.0,327434.0,64986.0,26189.0,305191.0,52964.0,92617.0,27828.0,145135.0,334822.0,67300.0,27079.0,300393.0,54933.0,73323.0,54538.0,285586.0,662256.0,132286.0,53268.0,605584.0,107897.0,165940.0,18.62,30.09,48.71,7.27,13.13,0.59,0.27,0.85,0.39048352,0.652164071,0.261680551,0.01,6.72,5.43,6.09,68.6,1.85,2020-12-12
419,2044.0,Campeche,4.0,7576.0,3515,11091,9841.0,35.0,5136,564,75.55,81.54,78.5,660911.0,63.89,8562,653,3426,89,675571.0,17417.0,1336482.0,26695.0,140160.0,327933.0,64838.0,26157.0,308174.0,52931.0,95751.0,27817.0,144993.0,335594.0,67158.0,27049.0,304047.0,54908.0,75436.0,54512.0,285153.0,663527.0,131996.0,53206.0,612221.0,107839.0,171187.0,19.08,29.86,48.93,7.36,13.03,0.57,0.26,0.83,0.384292493,0.640637135,0.256344642,0.01,6.47,5.23,5.86,68.61,1.85,2018-09-20
420,2045.0,Campeche,4.0,7235.0,3475,10710,10069.0,35.37,5094,566,75.68,81.69,78.64,666266.0,65.95,8482,653,3388,87,681114.0,17304.0,1347380.0,26682.0,139784.0,328393.0,64685.0,26114.0,311075.0,52893.0,98922.0,27805.0,144740.0,336330.0,67014.0,27010.0,307658.0,54876.0,77576.0,54487.0,284524.0,664723.0,131699.0,53124.0,618733.0,107769.0,176498.0,19.54,29.63,49.17,7.47,12.84,0.54,0.26,0.79,0.378067063,0.629518028,0.251450964,0.01,6.23,5.03,5.64,68.19,1.84,2017-06-03
421,2046.0,Campeche,4.0,7044.0,3434,10478,10270.0,35.92,5045,565,75.84,81.85,78.8,671467.0,68.06,8392,652,3347,87,686509.0,17314.0,1357976.0,26669.0,139447.0,328851.0,64531.0,26065.0,313755.0,52846.0,102149.0,27790.0,144463.0,337063.0,66868.0,26964.0,311107.0,54838.0,79771.0,54459.0,283910.0,665914.0,131399.0,53029.0,624862.0,107684.0,181920.0,20.02,29.41,49.43,7.56,12.75,0.52,0.25,0.77,0.371508775,0.617978521,0.246469746,0.01,5.98,4.83,5.42,68.21,1.84,2019-05-03
422,2047.0,Campeche,4.0,6698.0,3401,10099,10503.0,36.0,5002,564,75.97,81.98,78.94,676512.0,70.25,8318,649,3316,85,691754.0,17201.0,1368266.0,26654.0,139193.0,329322.0,64387.0,26008.0,316164.0,52789.0,105439.0,27778.0,144223.0,337797.0,66730.0,26909.0,314304.0,54783.0,82054.0,54432.0,283416.0,667119.0,131117.0,52917.0,630468.0,107572.0,187493.0,20.52,29.2,49.72,7.68,12.57,0.49,0.25,0.74,0.365572191,0.607922728,0.242350537,0.01,5.76,4.65,5.22,67.79,1.83,2022-12-24
423,2048.0,Campeche,4.0,6476.0,3355,9831,10729.0,36.03,4947,564,76.11,82.12,79.08,681399.0,72.52,8216,650,3269,86,696833.0,17205.0,1378232.0,26638.0,138930.0,329787.0,64254.0,25945.0,318378.0,52719.0,108792.0,27767.0,143983.0,338533.0,66611.0,26845.0,317270.0,54717.0,84431.0,54405.0,282913.0,668320.0,130865.0,52790.0,635648.0,107436.0,193223.0,21.04,29.01,50.04,7.78,12.48,0.47,0.24,0.71,0.358938118,0.596126051,0.237187934,0.01,5.54,4.48,5.02,67.84,1.83,2022-06-14
424,2049.0,Campeche,4.0,6132.0,3326,9458,10953.0,36.58,4900,562,76.26,82.26,79.22,686133.0,74.87,8138,650,3238,88,701750.0,17085.0,1387883.0,26615.0,138674.0,330227.0,64139.0,25873.0,320395.0,52637.0,112202.0,27750.0,143753.0,339264.0,66513.0,26774.0,320000.0,54638.0,86913.0,54365.0,282427.0,669491.0,130652.0,52647.0,640395.0,107275.0,199115.0,21.58,28.82,50.4,7.89,12.31,0.44,0.24,0.68,0.353055697,0.586360666,0.233304969,0.01,5.32,4.31,4.83,67.42,1.82,2017-03-19
425,2050.0,Campeche,4.0,5917.0,3282,9199,11170.0,37.0,4857,560,76.39,82.41,79.36,690702.0,77.3,8053,646,3196,86,706500.0,17087.0,1397202.0,26589.0,138424.0,330622.0,64039.0,25798.0,322219.0,52541.0,115658.0,27728.0,143529.0,339967.0,66429.0,26699.0,322491.0,54541.0,89493.0,54317.0,281953.0,670589.0,130468.0,52497.0,644710.0,107082.0,205151.0,22.14,28.64,50.78,7.99,12.23,0.42,0.23,0.66,0.347623321,0.576366195,0.228742873,0.01,5.12,4.14,4.64,67.49,1.82,2020-12-21
426,1970.0,Coahuila,5.0,36286.0,ND,ND,11182.0,15.75,ND,ND,58.15,63.16,60.54,591707.0,7.81,ND,ND,ND,ND,577706.0,47468.0,1169413.0,43337.0,143770.0,245822.0,68436.0,58294.0,143960.0,102355.0,21922.0,45353.0,147298.0,249402.0,69962.0,60871.0,143577.0,107071.0,20853.0,88690.0,291068.0,495224.0,138398.0,119165.0,287537.0,209426.0,42775.0,7.39,94.72,102.11,9.56,40.59,3.1,ND,ND,ND,ND,ND,ND,68.06,55.94,62.15,149.87,6.01,2019-06-18
427,1971.0,Coahuila,5.0,37591.0,ND,ND,10456.0,15.76,ND,ND,60.04,64.99,62.42,609774.0,7.87,ND,ND,ND,ND,596586.0,48047.0,1206360.0,45144.0,149405.0,254448.0,71193.0,60012.0,147792.0,105742.0,22849.0,47150.0,152771.0,257770.0,72600.0,62529.0,147170.0,110352.0,21586.0,92294.0,302176.0,512218.0,143793.0,122541.0,294962.0,216094.0,44435.0,7.44,94.58,102.02,8.67,39.83,3.12,ND,ND,ND,ND,ND,ND,64.4,52.92,58.8,147.73,5.87,2017-02-16
428,1972.0,Coahuila,5.0,38221.0,ND,ND,10391.0,15.8,ND,ND,60.59,65.71,63.04,628358.0,7.92,ND,ND,ND,ND,616019.0,48612.0,1244377.0,46950.0,155414.0,263549.0,74170.0,61804.0,151797.0,109134.0,23756.0,48931.0,158600.0,266591.0,75450.0,64257.0,150932.0,113633.0,22298.0,95881.0,314014.0,530140.0,149620.0,126061.0,302729.0,222767.0,46054.0,7.47,94.3,101.77,8.35,39.07,3.07,ND,ND,ND,ND,ND,ND,63.05,51.74,57.53,145.84,5.72,2017-08-29
429,1973.0,Coahuila,5.0,38806.0,ND,ND,10348.0,15.88,ND,ND,61.01,66.36,63.58,647265.0,7.97,ND,ND,ND,ND,635807.0,49154.0,1283072.0,48716.0,161758.0,273076.0,77335.0,63618.0,155957.0,112547.0,24659.0,50664.0,164742.0,275819.0,78497.0,66002.0,154860.0,116924.0,23009.0,99380.0,326500.0,548895.0,155832.0,129620.0,310817.0,229471.0,47668.0,7.48,93.84,101.32,8.07,38.31,3.02,ND,ND,ND,ND,ND,ND,61.18,50.08,55.76,143.87,5.56,2020-06-10
430,1974.0,Coahuila,5.0,39421.0,ND,ND,10087.0,16.0,ND,ND,61.56,67.77,64.52,666453.0,8.03,ND,ND,ND,ND,656023.0,49508.0,1322476.0,50438.0,168417.0,283063.0,80687.0,65417.0,160362.0,116025.0,25612.0,52345.0,171171.0,285474.0,81731.0,67730.0,159001.0,120265.0,23722.0,102783.0,339588.0,568537.0,162418.0,133147.0,319363.0,236290.0,49334.0,7.49,93.21,100.69,7.63,37.44,2.98,ND,ND,ND,ND,ND,ND,59.62,48.68,54.28,141.54,5.38,2020-01-02
431,1975.0,Coahuila,5.0,39662.0,ND,ND,10019.0,16.0,ND,ND,62.19,68.26,65.1,685933.0,8.11,ND,ND,ND,ND,676642.0,49681.0,1362575.0,52126.0,175383.0,293537.0,84273.0,67153.0,165044.0,119601.0,26608.0,53985.0,177886.0,295594.0,85192.0,69399.0,163410.0,123678.0,24446.0,106111.0,353269.0,589131.0,169465.0,136552.0,328454.0,243279.0,51054.0,7.49,92.38,99.87,7.35,36.46,2.91,ND,ND,ND,ND,ND,ND,58.34,47.52,53.06,138.8,5.19,2021-09-13
432,1976.0,Coahuila,5.0,39498.0,ND,ND,10026.0,16.0,ND,ND,62.45,68.73,65.45,705563.0,8.18,ND,ND,ND,ND,697420.0,49524.0,1402983.0,53795.0,182611.0,304447.0,88042.0,68768.0,169978.0,123258.0,27588.0,55602.0,184862.0,306156.0,88831.0,70948.0,168081.0,127159.0,25165.0,109397.0,367473.0,610603.0,176873.0,139716.0,338059.0,250417.0,52753.0,7.48,91.38,98.85,7.15,35.3,2.82,ND,ND,ND,ND,ND,ND,57.02,46.32,51.8,135.27,4.96,2017-02-02
433,1977.0,Coahuila,5.0,39387.0,ND,ND,9941.0,16.0,ND,ND,62.8,69.41,65.96,725209.0,8.26,ND,ND,ND,ND,718325.0,49328.0,1443534.0,55467.0,190073.0,315764.0,91899.0,70205.0,175197.0,126968.0,28574.0,57218.0,192054.0,317097.0,92542.0,72304.0,173009.0,130687.0,25862.0,112685.0,382127.0,632861.0,184441.0,142509.0,348206.0,257655.0,54436.0,7.45,90.2,97.65,6.89,34.17,2.73,ND,ND,ND,ND,ND,ND,55.37,44.85,50.24,131.54,4.74,2017-08-22
434,1978.0,Coahuila,5.0,39446.0,ND,ND,9807.0,16.0,ND,ND,63.38,70.08,66.59,744878.0,8.35,ND,ND,ND,ND,739397.0,49253.0,1484275.0,57168.0,197735.0,327487.0,95818.0,71418.0,180737.0,130677.0,29575.0,58851.0,199401.0,328362.0,96292.0,73418.0,178205.0,134213.0,26566.0,116019.0,397136.0,655849.0,192110.0,144836.0,358942.0,264890.0,56141.0,7.43,88.89,96.31,6.61,33.18,2.66,ND,ND,ND,ND,ND,ND,53.3,43.04,48.3,127.99,4.54,2020-11-25
435,1979.0,Coahuila,5.0,39394.0,ND,ND,9800.0,16.28,ND,ND,63.62,70.57,66.94,764498.0,8.45,ND,ND,ND,ND,760635.0,49194.0,1525133.0,58915.0,205559.0,339592.0,99761.0,72358.0,186606.0,134301.0,30596.0,60519.0,206837.0,339884.0,100027.0,74243.0,183655.0,137636.0,27267.0,119434.0,412396.0,679476.0,199788.0,146601.0,370261.0,271937.0,57863.0,7.39,87.47,94.87,6.43,32.26,2.58,ND,ND,ND,ND,ND,ND,50.83,40.9,45.99,123.92,4.35,2019-02-06
436,1980.0,Coahuila,5.0,39321.0,ND,ND,9879.0,16.67,ND,ND,63.79,70.85,67.17,784903.0,8.56,ND,ND,ND,ND,782442.0,49200.0,1567345.0,60745.0,213818.0,352486.0,103826.0,72991.0,193010.0,137667.0,31623.0,62276.0,214744.0,352270.0,103889.0,74768.0,189740.0,140818.0,27988.0,123021.0,428562.0,704756.0,207715.0,147759.0,382750.0,278485.0,59611.0,7.35,85.84,93.19,6.3,31.39,2.51,ND,ND,ND,ND,ND,ND,48.04,38.52,43.4,119.3,4.17,2021-11-14
437,1981.0,Coahuila,5.0,39517.0,ND,ND,9797.0,17.0,ND,ND,64.38,71.43,67.76,807183.0,8.69,ND,ND,ND,ND,805413.0,49314.0,1612596.0,62684.0,222764.0,366691.0,108133.0,73362.0,200305.0,140621.0,32692.0,64161.0,223509.0,366311.0,108079.0,75070.0,197028.0,143626.0,28822.0,126845.0,446273.0,733002.0,216212.0,148432.0,397333.0,284247.0,61514.0,7.29,83.86,91.16,6.08,30.58,2.45,ND,ND,ND,ND,ND,ND,44.98,35.91,40.55,114.11,4.0,2020-04-03
438,1982.0,Coahuila,5.0,39761.0,ND,ND,9702.0,17.0,ND,ND,64.96,72.13,68.39,830528.0,8.86,ND,ND,ND,ND,829142.0,49463.0,1659670.0,64676.0,232083.0,381845.0,112544.0,73639.0,208345.0,143103.0,33833.0,66111.0,232703.0,381436.0,112400.0,75300.0,205214.0,145976.0,29742.0,130787.0,464786.0,763281.0,224944.0,148939.0,413559.0,289079.0,63575.0,7.24,81.72,88.95,5.85,29.8,2.4,ND,ND,ND,ND,ND,ND,41.78,33.19,37.59,108.75,3.83,2018-06-03
439,1983.0,Coahuila,5.0,40440.0,ND,ND,9700.0,17.23,ND,ND,65.68,72.33,68.89,854022.0,9.04,ND,ND,ND,ND,853019.0,50140.0,1707041.0,66651.0,241496.0,397504.0,116907.0,73940.0,216853.0,145109.0,35005.0,68048.0,241968.0,397028.0,116661.0,75561.0,213868.0,147836.0,30718.0,134699.0,483464.0,794532.0,233568.0,149501.0,430721.0,292945.0,65723.0,7.19,79.54,86.73,5.68,29.37,2.37,ND,ND,ND,ND,ND,ND,39.42,31.27,35.44,104.56,3.72,2022-05-12
