renglon,año,entidad,cve_geo,cre_nat,cre_soc,cre_tot,def,edad_med,emi_est,emi_int,evh,evm,ev,hom_mit_año,ind_env,inm_est,inm_int,mig_net_est,mig_net_int,muj_mit_año,nac,pob_mit_año,muj_12_14,muj_15_29,muj_15_49,muj_18_24,muj_3_5,muj_30_64,muj_6_11,muj_65_mas,hom_12_14,hom_15_29,hom_15_49,hom_18_24,hom_3_5,hom_30_64,hom_6_11,hom_65_mas,pob_12_14,pob_15_29,pob_15_49,pob_18_24,pob_3_5,pob_30_64,pob_6_11,pob_65_mas,raz_dep_adu,raz_dep_inf,raz_dep,t_bru_mor,t_bru_nat,t_cre_nat,t_cre_soc,t_cre_tot,t_emi_est,t_inm_est,t_mig_net_est,t_mig_net_int,tmih,tmim,tmi,tef_ado,tgf,fecha_reg
2140,1983.0,Sonora,26.0,37942.0,ND,ND,9193.0,18.0,ND,ND,65.57,72.39,68.78,824289.0,8.92,ND,ND,ND,ND,805488.0,47135.0,1629777.0,62429.0,231673.0,380913.0,112236.0,68732.0,207167.0,135100.0,31612.0,64146.0,234444.0,389512.0,113002.0,70783.0,216124.0,138649.0,29017.0,126575.0,466117.0,770425.0,225238.0,139515.0,423291.0,273749.0,60629.0,6.82,76.43,83.24,5.64,28.92,2.33,ND,ND,ND,ND,ND,ND,41.86,33.44,37.75,98.46,3.66,2021-01-04
2141,1984.0,Sonora,26.0,38071.0,ND,ND,9096.0,18.0,ND,ND,66.2,72.91,69.36,842410.0,9.15,ND,ND,ND,ND,823663.0,47167.0,1666073.0,63779.0,239122.0,394146.0,115518.0,68726.0,214784.0,135879.0,32570.0,65510.0,241740.0,402688.0,116177.0,70737.0,223899.0,139328.0,30032.0,129289.0,480862.0,796834.0,231695.0,139463.0,438683.0,275207.0,62602.0,6.81,74.38,81.18,5.46,28.31,2.29,ND,ND,ND,ND,ND,ND,39.43,31.45,35.54,94.01,3.53,2021-12-31
2142,1985.0,Sonora,26.0,37992.0,ND,ND,9188.0,18.26,ND,ND,66.45,73.07,69.58,860394.0,9.41,ND,ND,ND,ND,841681.0,47180.0,1702075.0,64991.0,246507.0,407678.0,118732.0,68733.0,222780.0,136311.0,33557.0,66743.0,248964.0,416158.0,119293.0,70711.0,232051.0,139660.0,31097.0,131734.0,495471.0,823836.0,238025.0,139444.0,454831.0,275971.0,64654.0,6.8,72.31,79.11,5.4,27.72,2.23,ND,ND,ND,ND,ND,ND,37.3,29.76,33.62,90.08,3.4,2020-01-15
2143,1986.0,Sonora,26.0,38152.0,ND,ND,9024.0,18.89,ND,ND,67.19,73.7,70.27,878323.0,9.69,ND,ND,ND,ND,859552.0,47176.0,1737875.0,66007.0,253787.0,421476.0,121920.0,68731.0,231174.0,136488.0,34594.0,67781.0,256132.0,429946.0,122408.0,70687.0,240606.0,139746.0,32229.0,133788.0,509919.0,851422.0,244328.0,139418.0,471780.0,276234.0,66823.0,6.81,70.22,77.03,5.19,27.15,2.2,ND,ND,ND,ND,ND,ND,35.47,28.31,31.97,86.71,3.29,2021-07-06
2144,1987.0,Sonora,26.0,38083.0,ND,ND,9080.0,19.0,ND,ND,67.53,73.97,70.58,896246.0,10.01,ND,ND,ND,ND,877308.0,47163.0,1773554.0,66791.0,260907.0,435488.0,125106.0,68705.0,239985.0,136502.0,35698.0,68584.0,263214.0,444033.0,125556.0,70641.0,249587.0,139685.0,33444.0,135375.0,524121.0,879521.0,250662.0,139346.0,489572.0,276187.0,69142.0,6.82,68.14,74.96,5.12,26.59,2.15,ND,ND,ND,ND,ND,ND,33.82,27.0,30.49,83.92,3.18,2018-12-04
2145,1988.0,Sonora,26.0,37988.0,ND,ND,9288.0,19.21,ND,ND,67.49,74.07,70.6,914040.0,10.35,ND,ND,ND,ND,894883.0,47276.0,1808923.0,67295.0,267793.0,449615.0,128286.0,68647.0,249188.0,136460.0,36840.0,69105.0,270119.0,458281.0,128731.0,70565.0,258939.0,139584.0,34698.0,136400.0,537912.0,907896.0,257017.0,139212.0,508127.0,276044.0,71538.0,6.84,66.09,72.93,5.13,26.13,2.1,ND,ND,ND,ND,ND,ND,31.88,25.41,28.72,82.64,3.07,2018-11-30
2146,1989.0,Sonora,26.0,37856.0,ND,ND,9508.0,19.9,ND,ND,67.58,74.08,70.65,931644.0,10.71,ND,ND,ND,ND,912235.0,47364.0,1843879.0,67529.0,274365.0,463745.0,131441.0,68564.0,258765.0,136417.0,38020.0,69355.0,276757.0,472578.0,131913.0,70462.0,268644.0,139497.0,35994.0,136884.0,551122.0,936323.0,263354.0,139026.0,527409.0,275914.0,74014.0,6.86,64.1,70.96,5.16,25.69,2.05,ND,ND,ND,ND,ND,ND,32.96,26.25,29.69,81.6,2.98,2017-05-09
2147,1990.0,Sonora,26.0,37862.0,ND,ND,9554.0,20.0,ND,ND,68.0,74.41,71.03,951104.0,11.05,ND,ND,ND,ND,931795.0,47416.0,1882899.0,67662.0,280392.0,477786.0,134460.0,69026.0,269083.0,136910.0,39471.0,69543.0,282852.0,486386.0,134978.0,71008.0,278539.0,140148.0,37352.0,137205.0,563244.0,964172.0,269438.0,140034.0,547622.0,277058.0,76823.0,6.92,62.58,69.5,5.07,25.18,2.01,ND,ND,ND,ND,ND,ND,31.1,24.74,27.99,80.75,2.89,2020-12-11
2148,1991.0,Sonora,26.0,39181.0,ND,ND,9489.0,20.02,ND,ND,68.62,74.98,71.64,972464.0,11.38,ND,ND,ND,ND,953690.0,48670.0,1926154.0,67804.0,285822.0,491700.0,137302.0,70020.0,280185.0,137905.0,41232.0,69781.0,288463.0,499727.0,137968.0,72163.0,288574.0,141476.0,38766.0,137585.0,574285.0,991427.0,275270.0,142183.0,568759.0,279381.0,79998.0,7.0,61.51,68.51,4.93,25.27,2.03,ND,ND,ND,ND,ND,ND,26.85,21.3,24.14,83.21,2.89,2021-04-28
2149,1992.0,Sonora,26.0,40292.0,ND,ND,9659.0,20.58,ND,ND,68.86,75.24,71.89,993714.0,11.73,ND,ND,ND,ND,975545.0,49951.0,1969259.0,67963.0,290793.0,505417.0,139956.0,70992.0,291620.0,138874.0,43093.0,70025.0,293673.0,512911.0,140821.0,73260.0,298904.0,142739.0,40263.0,137988.0,584466.0,1018328.0,280777.0,144252.0,590524.0,281613.0,83356.0,7.09,60.5,67.6,4.9,25.37,2.05,ND,ND,ND,ND,ND,ND,25.59,20.26,22.99,85.87,2.89,2019-03-31
2150,1993.0,Sonora,26.0,41332.0,ND,ND,9920.0,21.0,ND,ND,69.07,75.26,72.02,1014726.0,12.09,ND,ND,ND,ND,997254.0,51252.0,2011980.0,68139.0,295303.0,518919.0,142312.0,71956.0,303368.0,139808.0,45028.0,70291.0,298222.0,525657.0,143221.0,74383.0,309520.0,143990.0,41843.0,138430.0,593525.0,1044576.0,285533.0,146339.0,612888.0,283798.0,86871.0,7.2,59.57,66.77,4.93,25.47,2.05,ND,ND,ND,ND,ND,ND,24.93,19.74,22.4,88.67,2.9,2022-10-12
2151,1994.0,Sonora,26.0,42450.0,ND,ND,10097.0,21.0,ND,ND,69.27,75.56,72.27,1035454.0,12.46,ND,ND,ND,ND,1018836.0,52547.0,2054290.0,68334.0,299459.0,532261.0,144318.0,72939.0,315397.0,140710.0,47032.0,70586.0,302284.0,538049.0,145140.0,75564.0,320339.0,145213.0,43495.0,138920.0,601743.0,1070310.0,289458.0,148503.0,635736.0,285923.0,90527.0,7.32,58.69,66.01,4.92,25.58,2.07,ND,ND,ND,ND,ND,ND,24.39,19.31,21.91,91.5,2.92,2019-06-13
2152,1995.0,Sonora,26.0,43443.0,ND,ND,10410.0,21.34,ND,ND,69.32,75.6,72.31,1055824.0,12.85,ND,ND,ND,ND,1040259.0,53853.0,2096083.0,68541.0,303257.0,545385.0,145912.0,73956.0,327662.0,141612.0,49098.0,70903.0,305925.0,550095.0,146569.0,76800.0,331296.0,146419.0,45206.0,139444.0,609182.0,1095480.0,292481.0,150756.0,658958.0,288031.0,94304.0,7.44,57.85,65.29,4.97,25.69,2.07,ND,ND,ND,ND,ND,ND,23.91,18.92,21.48,94.24,2.94,2022-10-01
2153,1996.0,Sonora,26.0,42878.0,ND,ND,10367.0,21.97,ND,ND,69.78,76.06,72.77,1073705.0,13.23,ND,ND,ND,ND,1058023.0,53245.0,2131728.0,68699.0,306235.0,556897.0,146883.0,74571.0,338864.0,142296.0,50870.0,71206.0,309067.0,561582.0,147472.0,77584.0,342064.0,147372.0,46749.0,139905.0,615302.0,1118479.0,294355.0,152155.0,680928.0,289668.0,97619.0,7.53,56.93,64.46,4.86,24.98,2.01,ND,ND,ND,ND,ND,ND,23.4,18.5,21.01,92.87,2.85,2020-08-21
2154,1997.0,Sonora,26.0,42447.0,ND,ND,10268.0,22.0,ND,ND,70.19,76.61,73.25,1089086.0,13.6,ND,ND,ND,ND,1072090.0,52715.0,2161176.0,68807.0,308483.0,566815.0,147349.0,74693.0,348950.0,142783.0,52360.0,71499.0,311705.0,572471.0,147915.0,77811.0,352637.0,148137.0,48122.0,140306.0,620188.0,1139286.0,295264.0,152504.0,701587.0,290920.0,100482.0,7.6,55.9,63.51,4.75,24.39,1.96,ND,ND,ND,ND,ND,ND,22.81,18.02,20.48,91.43,2.79,2020-06-10
2155,1998.0,Sonora,26.0,41987.0,ND,ND,10212.0,22.28,ND,ND,70.62,77.04,73.67,1103967.0,13.99,ND,ND,ND,ND,1085825.0,52199.0,2189792.0,68904.0,310525.0,576585.0,147668.0,74614.0,359234.0,143250.0,53902.0,71770.0,313888.0,582981.0,148088.0,77827.0,363424.0,148922.0,49524.0,140674.0,624413.0,1159566.0,295756.0,152441.0,722658.0,292172.0,103426.0,7.68,54.88,62.56,4.66,23.84,1.92,ND,ND,ND,ND,ND,ND,22.27,17.59,19.99,89.59,2.73,2018-12-31
2156,1999.0,Sonora,26.0,41670.0,ND,ND,10029.0,22.94,ND,ND,71.3,77.51,74.27,1118292.0,14.4,ND,ND,ND,ND,1099237.0,51699.0,2217529.0,68995.0,312244.0,586097.0,147850.0,74323.0,369755.0,143636.0,55508.0,72047.0,315548.0,592972.0,148059.0,77646.0,374358.0,149674.0,50962.0,141042.0,627792.0,1179069.0,295909.0,151969.0,744113.0,293310.0,106470.0,7.76,53.88,61.64,4.52,23.31,1.88,ND,ND,ND,ND,ND,ND,21.69,17.14,19.47,87.49,2.67,2017-06-07
2157,2000.0,Sonora,26.0,41636.0,ND,ND,9782.0,23.0,ND,ND,72.15,78.13,75.02,1134272.0,14.87,ND,ND,ND,ND,1115299.0,51418.0,2249571.0,69326.0,313842.0,596045.0,147966.0,74162.0,381448.0,144455.0,57498.0,72551.0,316753.0,602634.0,147882.0,77608.0,385960.0,150866.0,52708.0,141877.0,630595.0,1198679.0,295848.0,151770.0,767408.0,295321.0,110206.0,7.88,53.03,60.91,4.35,22.86,1.85,ND,ND,ND,ND,ND,ND,21.1,16.68,18.94,85.87,2.63,2020-09-17
2158,2001.0,Sonora,26.0,41422.0,ND,ND,9868.0,23.17,ND,ND,72.6,78.34,75.36,1153134.0,15.37,ND,ND,ND,ND,1134780.0,51290.0,2287914.0,69917.0,315875.0,607033.0,148427.0,74252.0,394416.0,145710.0,59879.0,73281.0,318617.0,613163.0,148399.0,77764.0,398382.0,152435.0,54756.0,143198.0,634492.0,1220196.0,296826.0,152016.0,792798.0,298145.0,114635.0,8.03,52.27,60.3,4.31,22.42,1.81,ND,ND,ND,ND,ND,ND,20.46,16.21,18.39,84.78,2.59,2017-08-19
2159,2002.0,Sonora,26.0,40967.0,ND,ND,10175.0,23.75,ND,ND,72.65,78.33,75.38,1172974.0,15.88,ND,ND,ND,ND,1154963.0,51142.0,2327937.0,70552.0,318177.0,618340.0,149289.0,74439.0,407745.0,146812.0,62319.0,74051.0,321248.0,624431.0,149794.0,77933.0,411048.0,153818.0,56842.0,144603.0,639425.0,1242771.0,299083.0,152372.0,818793.0,300630.0,119161.0,8.17,51.47,59.64,4.37,21.97,1.76,ND,ND,ND,ND,ND,ND,19.82,15.77,17.85,83.87,2.55,2017-11-26
2160,2003.0,Sonora,26.0,40544.0,ND,ND,10536.0,24.0,ND,ND,72.67,78.25,75.36,1192896.0,16.39,ND,ND,ND,ND,1175379.0,51080.0,2368275.0,71233.0,320460.0,629567.0,150340.0,74758.0,421315.0,147685.0,64809.0,74877.0,323848.0,635555.0,151457.0,78167.0,423874.0,154914.0,58955.0,146110.0,644308.0,1265122.0,301797.0,152925.0,845189.0,302599.0,123764.0,8.31,50.69,59.0,4.45,21.57,1.71,ND,ND,ND,ND,ND,ND,18.84,15.05,16.99,83.09,2.52,2017-10-28
2161,2004.0,Sonora,26.0,40385.0,ND,ND,10669.0,24.0,ND,ND,72.97,78.5,75.64,1212742.0,16.93,ND,ND,ND,ND,1195684.0,51054.0,2408426.0,71921.0,322476.0,640391.0,151361.0,75150.0,435056.0,148339.0,67389.0,75740.0,326119.0,646215.0,153031.0,78510.0,436876.0,155747.0,61161.0,147661.0,648595.0,1286606.0,304392.0,153660.0,871932.0,304086.0,128550.0,8.45,49.94,58.39,4.43,21.2,1.68,ND,ND,ND,ND,ND,ND,18.08,14.49,16.33,82.14,2.5,2020-09-23
2162,2005.0,Sonora,26.0,39710.0,ND,ND,11229.0,24.51,ND,ND,72.74,78.26,75.4,1232810.0,17.48,ND,ND,ND,ND,1216288.0,50939.0,2449098.0,72575.0,324493.0,651073.0,152428.0,75597.0,448974.0,148930.0,70070.0,76571.0,328354.0,656651.0,154526.0,78995.0,450018.0,156433.0,63460.0,149146.0,652847.0,1307724.0,306954.0,154592.0,898992.0,305363.0,133530.0,8.6,49.21,57.82,4.58,20.8,1.62,ND,ND,ND,ND,ND,ND,17.46,14.02,15.78,80.81,2.47,2019-01-01
2163,2006.0,Sonora,26.0,39541.0,ND,ND,11403.0,25.0,ND,ND,72.89,78.61,75.65,1254884.0,18.05,ND,ND,ND,ND,1238306.0,50944.0,2493190.0,73276.0,327796.0,662814.0,154179.0,75997.0,463006.0,149532.0,72812.0,77417.0,332311.0,668761.0,156858.0,79484.0,463583.0,157038.0,65790.0,150693.0,660107.0,1331575.0,311037.0,155481.0,926589.0,306570.0,138602.0,8.74,48.4,57.13,4.57,20.43,1.59,ND,ND,ND,ND,ND,ND,16.9,13.61,15.29,79.51,2.44,2020-09-18
2164,2007.0,Sonora,26.0,39136.0,ND,ND,12019.0,25.0,ND,ND,72.61,78.42,75.41,1279391.0,18.62,ND,ND,ND,ND,1261739.0,51155.0,2541130.0,73981.0,332386.0,675584.0,156570.0,76363.0,477146.0,150209.0,75610.0,78221.0,338314.0,682909.0,160178.0,79945.0,477647.0,157703.0,68142.0,152202.0,670700.0,1358493.0,316748.0,156308.0,954793.0,307912.0,143752.0,8.84,47.49,56.33,4.73,20.13,1.54,ND,ND,ND,ND,ND,ND,16.4,13.23,14.85,78.7,2.41,2019-12-23
2165,2008.0,Sonora,26.0,38789.0,ND,ND,12668.0,25.14,ND,ND,72.1,78.46,75.14,1305129.0,19.2,ND,ND,ND,ND,1285851.0,51457.0,2590980.0,74540.0,337390.0,688498.0,159173.0,76769.0,491346.0,151077.0,78480.0,78868.0,345513.0,697973.0,164094.0,80394.0,491718.0,158589.0,70502.0,153408.0,682903.0,1386471.0,323267.0,157163.0,983064.0,309666.0,148982.0,8.94,46.58,55.52,4.89,19.86,1.5,ND,ND,ND,ND,ND,ND,15.91,12.86,14.42,78.36,2.39,2022-03-02
2166,2009.0,Sonora,26.0,38358.0,ND,ND,13400.0,25.64,ND,ND,71.69,78.28,74.84,1331623.0,19.78,ND,ND,ND,ND,1310177.0,51758.0,2641800.0,74964.0,342508.0,701244.0,161869.0,77110.0,505549.0,152103.0,81435.0,79398.0,353454.0,713509.0,168436.0,80728.0,505765.0,159693.0,72876.0,154362.0,695962.0,1414753.0,330305.0,157838.0,1011314.0,311796.0,154311.0,9.04,45.7,54.74,5.07,19.59,1.45,ND,ND,ND,ND,ND,ND,15.46,12.51,14.02,78.09,2.36,2017-07-23
2167,2010.0,Sonora,26.0,38179.0,ND,ND,13928.0,26.0,ND,ND,71.47,78.32,74.74,1354349.0,20.38,ND,ND,ND,ND,1333131.0,52107.0,2687480.0,75193.0,347346.0,713439.0,164433.0,77268.0,519402.0,152959.0,84311.0,79628.0,360310.0,726766.0,172259.0,80726.0,518315.0,160469.0,75180.0,154821.0,707656.0,1440205.0,336692.0,157994.0,1037717.0,313428.0,159491.0,9.14,44.84,53.98,5.18,19.39,1.42,ND,ND,ND,ND,ND,ND,15.06,12.21,13.67,77.91,2.34,2019-06-29
2168,2011.0,Sonora,26.0,37872.0,ND,ND,14099.0,26.0,ND,ND,71.72,78.47,74.95,1372664.0,21.0,ND,ND,ND,ND,1356066.0,51971.0,2728730.0,75500.0,352587.0,725877.0,167220.0,77361.0,533023.0,153756.0,87129.0,79697.0,365726.0,737226.0,175347.0,80402.0,529119.0,160842.0,77435.0,155197.0,718313.0,1463103.0,342567.0,157763.0,1062142.0,314598.0,164564.0,9.24,44.02,53.26,5.17,19.05,1.39,ND,ND,ND,ND,ND,ND,14.65,11.9,13.31,77.46,2.3,2018-06-06
2169,2012.0,Sonora,26.0,37565.0,ND,ND,14286.0,26.17,ND,ND,72.05,78.52,75.16,1389692.0,21.63,ND,ND,ND,ND,1379843.0,51851.0,2769535.0,76066.0,358224.0,738512.0,170202.0,77496.0,546604.0,154656.0,90033.0,79880.0,370311.0,746366.0,177896.0,80024.0,539482.0,161148.0,79773.0,155946.0,728535.0,1484878.0,348098.0,157520.0,1086086.0,315804.0,169806.0,9.36,43.27,52.62,5.16,18.72,1.36,ND,ND,ND,ND,ND,ND,14.2,11.56,12.91,76.67,2.27,2019-10-15
2170,2013.0,Sonora,26.0,36990.0,ND,ND,14642.0,26.68,ND,ND,72.14,78.48,75.2,1405961.0,22.29,ND,ND,ND,ND,1403170.0,51632.0,2809131.0,76695.0,363481.0,750578.0,172885.0,77604.0,560098.0,155430.0,93046.0,80145.0,374197.0,754678.0,179865.0,79646.0,549758.0,161304.0,82227.0,156840.0,737678.0,1505256.0,352750.0,157250.0,1109856.0,316734.0,175273.0,9.49,42.56,52.05,5.21,18.38,1.32,ND,ND,ND,ND,ND,ND,13.79,11.24,12.54,75.64,2.22,2021-10-19
2171,2014.0,Sonora,26.0,36219.0,ND,ND,15172.0,27.0,ND,ND,72.09,78.34,75.11,1421728.0,22.98,ND,ND,ND,ND,1426088.0,51391.0,2847816.0,77333.0,368379.0,762126.0,175208.0,77697.0,573511.0,156122.0,96159.0,80499.0,377504.0,762456.0,181266.0,79269.0,560098.0,161323.0,84765.0,157832.0,745883.0,1524582.0,356474.0,156966.0,1133609.0,317445.0,180924.0,9.63,41.89,51.52,5.33,18.05,1.27,ND,ND,ND,ND,ND,ND,13.38,10.94,12.19,74.32,2.19,2018-12-08
2172,2015.0,Sonora,26.0,35125.0,ND,ND,15868.0,27.0,ND,ND,71.88,78.08,74.88,1436578.0,23.67,ND,ND,ND,ND,1448176.0,50993.0,2884754.0,77961.0,372909.0,773021.0,177148.0,77789.0,586659.0,156704.0,99285.0,80919.0,380150.0,769487.0,182054.0,78901.0,570314.0,161198.0,87301.0,158880.0,753059.0,1542508.0,359202.0,156690.0,1156973.0,317902.0,186586.0,9.77,41.26,51.03,5.5,17.68,1.22,ND,ND,ND,ND,ND,ND,13.14,10.76,11.98,72.29,2.14,2021-05-15
2173,2016.0,Sonora,26.0,34376.0,5132,39508,16180.0,27.32,12097,4140,72.03,78.21,75.02,1453661.0,24.57,16178,5191,4081,1051,1469005.0,50556.0,2922666.0,78415.0,376638.0,783241.0,178484.0,77803.0,599860.0,156892.0,103102.0,81295.0,383436.0,778119.0,182901.0,78627.0,581668.0,160830.0,90418.0,159710.0,760074.0,1561360.0,361385.0,156430.0,1181528.0,317722.0,193520.0,9.97,40.56,50.53,5.54,17.3,1.18,0.18,1.35,0.413902923,0.55353571,0.139632787,0.04,12.78,10.48,11.66,69.16,2.1,2021-07-28
2174,2017.0,Sonora,26.0,33779.0,5003,38782,16683.0,27.99,12024,4256,72.07,78.25,75.06,1473044.0,25.72,16118,5165,4094,909,1488766.0,50462.0,2961810.0,78660.0,379540.0,792827.0,179300.0,77698.0,613100.0,156740.0,107778.0,81506.0,387344.0,788356.0,183906.0,78433.0,594148.0,160266.0,94273.0,160166.0,766884.0,1581183.0,363206.0,156131.0,1207248.0,317006.0,202051.0,10.23,39.8,50.03,5.63,17.04,1.14,0.17,1.31,0.405967972,0.54419426,0.138226287,0.03,12.68,10.38,11.56,67.14,2.08,2022-06-30
2175,2018.0,Sonora,26.0,32894.0,4971,37865,17120.0,28.0,11938,4323,72.18,78.37,75.18,1491959.0,26.95,16045,5187,4107,864,1508168.0,50014.0,3000127.0,78814.0,382176.0,802043.0,179990.0,77468.0,626145.0,156582.0,112748.0,81522.0,390825.0,798192.0,184694.0,78233.0,606584.0,159705.0,98379.0,160336.0,773001.0,1600235.0,364684.0,155701.0,1232729.0,316287.0,211127.0,10.53,39.05,49.58,5.71,16.67,1.1,0.17,1.26,0.397916488,0.534810693,0.136894205,0.03,12.37,10.14,11.28,64.97,2.04,2017-10-12
2176,2019.0,Sonora,26.0,32416.0,4978,37394,17604.0,28.37,11849,4371,72.27,78.46,75.26,1510495.0,28.28,15953,5245,4104,874,1527257.0,50020.0,3037752.0,78850.0,384575.0,810896.0,180598.0,76780.0,638997.0,156420.0,118024.0,81339.0,393875.0,807638.0,185386.0,77967.0,619015.0,159180.0,102739.0,160189.0,778450.0,1618534.0,365984.0,154747.0,1258012.0,315600.0,220763.0,10.84,38.33,49.17,5.8,16.47,1.07,0.16,1.23,0.390058175,0.525158077,0.135099903,0.03,12.14,9.95,11.07,63.66,2.03,2020-06-22
2177,2020.0,Sonora,26.0,31577.0,4993,36570,18069.0,29.0,11746,4425,72.39,78.58,75.38,1528688.0,29.7,15863,5301,4117,876,1546057.0,49646.0,3074745.0,78817.0,386681.0,819337.0,181174.0,75762.0,651684.0,156213.0,123591.0,81056.0,396404.0,816636.0,186077.0,77664.0,631458.0,158685.0,107353.0,159873.0,783085.0,1635973.0,367251.0,153426.0,1283142.0,314898.0,230944.0,11.18,37.63,48.81,5.88,16.15,1.03,0.16,1.19,0.382015419,0.515912702,0.133897283,0.03,11.83,9.7,10.79,62.05,2.0,2022-02-19
2178,2021.0,Sonora,26.0,31196.0,4998,36194,18502.0,29.0,11654,4476,72.52,78.71,75.52,1546538.0,31.2,15770,5358,4116,882,1564581.0,49698.0,3111119.0,78758.0,388412.0,827303.0,181794.0,74772.0,664232.0,155902.0,129447.0,80757.0,398308.0,825110.0,186812.0,77308.0,643941.0,158208.0,112206.0,159515.0,786720.0,1652413.0,368606.0,152080.0,1308173.0,314110.0,241653.0,11.54,36.97,48.51,5.95,15.97,1.0,0.16,1.16,0.374591907,0.506891572,0.132299665,0.03,11.52,9.45,10.51,61.18,1.98,2018-08-06
2179,2022.0,Sonora,26.0,30389.0,4998,35387,18967.0,29.48,11551,4518,72.64,78.85,75.65,1564067.0,32.77,15673,5394,4122,876,1582827.0,49356.0,3146894.0,78668.0,389806.0,834806.0,182488.0,74160.0,676604.0,155170.0,135581.0,80461.0,399664.0,833093.0,187571.0,76980.0,656394.0,157703.0,117281.0,159129.0,789470.0,1667899.0,370059.0,151140.0,1332998.0,312873.0,252862.0,11.91,36.35,48.27,6.03,15.68,0.97,0.16,1.12,0.367060346,0.498046645,0.1309863,0.03,11.2,9.18,10.22,59.97,1.96,2021-04-02
2180,2023.0,Sonora,26.0,29983.0,4995,34978,19448.0,30.0,11447,4552,72.79,78.97,75.79,1581274.0,34.42,15561,5433,4114,881,1600798.0,49431.0,3182072.0,78556.0,390940.0,841892.0,183183.0,73858.0,688744.0,154079.0,141980.0,80164.0,400607.0,840664.0,188251.0,76665.0,668698.0,157191.0,122569.0,158720.0,791547.0,1682556.0,371434.0,150523.0,1357442.0,311270.0,264549.0,12.31,35.76,48.07,6.11,15.53,0.94,0.16,1.1,0.359734161,0.48902099,0.129286829,0.03,10.87,8.93,9.92,59.38,1.95,2018-03-16
2181,2024.0,Sonora,26.0,29192.0,4980,34172,19911.0,30.0,11337,4583,72.93,79.12,75.93,1598166.0,36.14,15451,5449,4114,866,1618485.0,49103.0,3216651.0,78464.0,391830.0,848587.0,183765.0,73605.0,700628.0,152884.0,148618.0,79889.0,401236.0,847923.0,188758.0,76400.0,680793.0,156618.0,128040.0,158353.0,793066.0,1696510.0,372523.0,150005.0,1381421.0,309502.0,276658.0,12.72,35.2,47.93,6.19,15.27,0.91,0.15,1.06,0.352447312,0.480344308,0.127896996,0.03,10.54,8.66,9.62,58.4,1.92,2022-04-16
2182,2025.0,Sonora,26.0,28779.0,4968,33747,20400.0,30.63,11221,4617,73.06,79.27,76.07,1614734.0,37.92,15321,5485,4100,868,1635875.0,49179.0,3250609.0,78404.0,392550.0,854945.0,184203.0,73380.0,712204.0,151611.0,155448.0,79649.0,401631.0,854937.0,189052.0,76164.0,692610.0,156014.0,133658.0,158053.0,794181.0,1709882.0,373255.0,149544.0,1404814.0,307625.0,289106.0,13.15,34.68,47.82,6.28,15.13,0.89,0.15,1.04,0.345196854,0.471327065,0.126130211,0.03,10.22,8.39,9.33,57.99,1.92,2017-05-09
2183,2026.0,Sonora,26.0,27955.0,4947,32902,20885.0,31.0,11113,4639,73.21,79.41,76.22,1630979.0,39.74,15203,5496,4090,857,1652962.0,48840.0,3283941.0,78320.0,393190.0,861061.0,184516.0,73173.0,723429.0,150311.0,162439.0,79441.0,401871.0,861807.0,189121.0,75950.0,704108.0,155383.0,139395.0,157761.0,795061.0,1722868.0,373637.0,149123.0,1427537.0,305694.0,301834.0,13.58,34.17,47.75,6.36,14.87,0.85,0.15,1,0.338404375,0.462949852,0.124545478,0.03,9.88,8.13,9.03,57.16,1.89,2017-09-05
2184,2027.0,Sonora,26.0,27531.0,4932,32463,21376.0,31.06,10992,4646,73.36,79.55,76.37,1646901.0,41.61,15068,5502,4076,856,1669717.0,48907.0,3316618.0,78108.0,393782.0,866984.0,184702.0,72978.0,734289.0,149079.0,169563.0,79231.0,401976.0,868579.0,188966.0,75752.0,715313.0,154750.0,145229.0,157339.0,795758.0,1735563.0,373668.0,148730.0,1449602.0,303829.0,314792.0,14.02,33.69,47.71,6.45,14.75,0.83,0.15,0.98,0.331421949,0.454318224,0.122896276,0.03,9.55,7.87,8.73,56.86,1.89,2019-09-29
2185,2028.0,Sonora,26.0,26698.0,4944,31642,21864.0,31.76,10872,4661,73.51,79.7,76.52,1662508.0,43.53,14936,5541,4064,880,1686168.0,48562.0,3348676.0,77448.0,394295.0,872716.0,184751.0,72790.0,744870.0,148244.0,176791.0,78960.0,401934.0,875219.0,188594.0,75564.0,726265.0,154178.0,151142.0,156408.0,796229.0,1747935.0,373345.0,148354.0,1471135.0,302422.0,327933.0,14.46,33.23,47.69,6.53,14.5,0.8,0.15,0.94,0.324665629,0.446027027,0.121361398,0.03,9.23,7.61,8.44,56.12,1.87,2020-04-12
2186,2029.0,Sonora,26.0,26234.0,4923,31157,22380.0,32.0,10754,4683,73.66,79.85,76.66,1677768.0,45.48,14808,5552,4054,869,1702289.0,48614.0,3380057.0,76455.0,394650.0,878187.0,184665.0,72604.0,755200.0,147729.0,184114.0,78645.0,401747.0,881667.0,188037.0,75382.0,736959.0,153640.0,157123.0,155100.0,796397.0,1759854.0,372702.0,147986.0,1492159.0,301369.0,341237.0,14.91,32.78,47.69,6.62,14.38,0.78,0.15,0.92,0.318160315,0.438099121,0.119938806,0.03,8.92,7.35,8.16,55.95,1.86,2022-04-05
