RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMIH,TMIM,TMI,TEF_ADO,TGF
1917,2003,Quintana Roo,23,22468,ND,ND,3113,22,ND,ND,73.07,79.25,75.89,528118,7.85,ND,ND,ND,ND,502579,25581,1030697,32174,31691,52579,153939,285783,72222,51334,34934,164827,66943,13370,33827,33429,55211,158720,301031,74067,52285,36074,178464,69655,13892,66001,65120,107790,312659,586814,146289,103619,71008,343291,136598,27262,4.16,52.97,57.13,3.02,24.82,2.18,ND,ND,ND,ND,ND,ND,17.75,14.21,16.03,83.61,2.66
1918,2004,Quintana Roo,23,22958,ND,ND,3216,22.44,ND,ND,73.38,79.46,76.16,549865,8.18,ND,ND,ND,ND,524795,26174,1074660,33278,32826,54509,159776,300212,75018,53335,35640,176166,68459,14352,35004,34600,57228,164295,314967,76972,54344,36735,189603,71222,14762,68282,67426,111737,324071,615179,151990,107679,72375,365769,139681,29114,4.22,51.56,55.78,2.99,24.36,2.14,ND,ND,ND,ND,ND,ND,17.04,13.68,15.4,82.28,2.61
1919,2005,Quintana Roo,23,23238,ND,ND,3460,23,ND,ND,73.21,79.09,75.92,572036,8.53,ND,ND,ND,ND,547511,26698,1119547,34373,33969,56448,165672,314889,77867,55388,36371,187894,69938,15380,36175,35769,59200,169905,329059,79880,56449,37459,201073,72715,15678,70548,69738,115648,335577,643948,157747,111837,73830,388967,142653,31058,4.29,50.23,54.52,3.09,23.85,2.08,ND,ND,ND,ND,ND,ND,16.45,13.25,14.89,80.57,2.55
1920,2006,Quintana Roo,23,23567,ND,ND,3588,23,ND,ND,73.48,79.36,76.2,593639,8.89,ND,ND,ND,ND,569661,27155,1163300,35317,35058,58312,171549,329161,80723,57469,37148,199246,71321,16421,37153,36899,61107,175521,342677,82774,58566,38280,212120,74073,16643,72470,71957,119419,347070,671838,163497,116035,75428,411366,145394,33064,4.36,49.02,53.38,3.08,23.34,2.03,ND,ND,ND,ND,ND,ND,15.93,12.85,14.43,78.87,2.5
1921,2007,Quintana Roo,23,23750,ND,ND,3837,23.35,ND,ND,73.3,79,75.95,614856,9.26,ND,ND,ND,ND,591195,27587,1206051,36082,36078,60072,177414,342981,83562,59568,37979,210175,72637,17464,37910,37979,62965,181331,355988,85736,60750,39186,222720,75356,17663,73992,74057,123037,358745,698969,169298,120318,77165,432895,147993,35127,4.44,47.91,52.35,3.18,22.87,1.97,ND,ND,ND,ND,ND,ND,15.45,12.5,14.01,77.64,2.44
1922,2008,Quintana Roo,23,23912,ND,ND,4132,23.91,ND,ND,72.88,78.93,75.68,637021,9.63,ND,ND,ND,ND,613370,28044,1250391,36778,37099,61868,183569,357153,86546,61777,38832,221347,74044,18548,38589,39100,64968,187874,370033,89059,63191,40086,233502,76745,18711,75367,76199,126836,371443,727186,175605,124968,78918,454849,150789,37259,4.51,46.82,51.33,3.3,22.43,1.91,ND,ND,ND,ND,ND,ND,14.99,12.14,13.6,76.87,2.39
1923,2009,Quintana Roo,23,24023,ND,ND,4450,24,ND,ND,72.5,78.63,75.34,659912,10.01,ND,ND,ND,ND,635961,28473,1295873,37405,38065,63645,189874,371506,89618,64038,39652,232733,75527,19681,39211,40160,67000,194929,384593,92659,65819,40933,244455,78235,19793,76616,78225,130645,384803,756099,182277,129857,80585,477188,153762,39474,4.58,45.76,50.33,3.43,21.97,1.85,ND,ND,ND,ND,ND,ND,14.57,11.82,13.23,76.17,2.34
1924,2010,Quintana Roo,23,23955,ND,ND,4717,24,ND,ND,72.25,78.57,75.18,678426,10.45,ND,ND,ND,ND,654503,28672,1332929,37813,38700,64892,194673,383037,91974,65782,40161,242741,76657,20858,39611,40833,68442,200645,396257,95618,68009,41420,253635,79371,20875,77424,79533,133334,395318,779294,187592,133791,81581,496376,156028,41733,4.68,44.8,49.48,3.54,21.51,1.8,ND,ND,ND,ND,ND,ND,14.18,11.53,12.89,75.51,2.3
1925,2011,Quintana Roo,23,23974,ND,ND,4910,24.56,ND,ND,72.37,78.67,75.31,694821,11.04,ND,ND,ND,ND,672126,28884,1366947,38224,39162,65830,198649,393375,93931,67263,40520,252786,77702,22355,39961,41252,69412,205326,406060,98036,69876,41705,262127,80391,22198,78185,80414,135242,403975,799435,191967,137139,82225,514913,158093,44553,4.85,43.91,48.76,3.59,21.13,1.75,ND,ND,ND,ND,ND,ND,13.8,11.24,12.55,75.35,2.26
1926,2012,Quintana Roo,23,24015,ND,ND,5151,25,ND,ND,72.42,78.73,75.38,713458,11.75,ND,ND,ND,ND,692953,29166,1406411,38853,39700,66884,203205,405245,96136,68952,41003,264420,79013,24198,40474,41677,70310,210144,416689,100414,71781,42112,271807,81656,23828,79327,81377,137194,413349,821934,196550,140733,83115,536227,160669,48026,5.06,43.05,48.11,3.66,20.74,1.71,ND,ND,ND,ND,ND,ND,13.38,10.92,12.18,74.83,2.23
1927,2013,Quintana Roo,23,23969,ND,ND,5433,25,ND,ND,72.47,78.63,75.37,731997,12.49,ND,ND,ND,ND,713882,29402,1445879,39515,40204,67830,207572,416975,98182,70556,41471,276284,80260,26150,41026,42054,71033,214640,427055,102498,73519,42514,281669,82844,25558,80541,82258,138863,422212,844030,200680,144075,83985,557953,163104,51708,5.28,42.24,47.51,3.76,20.34,1.66,ND,ND,ND,ND,ND,ND,12.98,10.62,11.83,74.14,2.19
1928,2014,Quintana Roo,23,23845,ND,ND,5777,25.47,ND,ND,72.35,78.44,75.22,750595,13.26,ND,ND,ND,ND,734915,29622,1485510,40179,40739,68719,211751,428578,100033,72053,41928,288373,81465,28212,41626,42440,71662,218862,437303,104283,75061,42916,291809,83963,27379,81805,83179,140381,430613,865881,204316,147114,84844,580182,165428,55591,5.5,41.46,46.96,3.89,19.94,1.61,ND,ND,ND,ND,ND,ND,12.6,10.33,11.5,73.18,2.16
1929,2015,Quintana Roo,23,23544,ND,ND,6208,26,ND,ND,72.09,78.12,74.94,769029,14.06,ND,ND,ND,ND,755844,29752,1524873,40841,41329,69608,215724,439960,101667,73388,42383,300597,82608,30358,42261,42854,72266,222757,447312,105732,76320,43319,302122,85006,29266,83102,84183,141874,438481,887272,207399,149708,85702,602719,167614,59624,5.73,40.73,46.45,4.07,19.51,1.54,ND,ND,ND,ND,ND,ND,12.38,10.17,11.3,71.5,2.12
1930,2016,Quintana Roo,23,23530,17195,40725,6428,26,14077,1125,72.29,78.31,75.13,788685,14.82,30256,2141,16179,1016,776235,29958,1564920,41393,41890,70407,219250,450883,102956,74439,42962,312918,83543,32435,42785,43401,73055,226928,458170,107193,77539,43898,313240,85840,31155,84178,85291,143462,446178,909053,210149,151978,86860,626158,169383,63590,5.93,40.01,45.94,4.11,19.14,1.5,1.1,2.6,0.899534801,1.933389566,1.033854766,0.06,12,9.85,10.95,70.39,2.1
1931,2017,Quintana Roo,23,23333,16846,40179,6712,26.46,14292,1157,72.32,78.34,75.17,809378,15.57,30165,2130,15873,973,795984,30045,1605362,41860,42360,71100,222220,461198,103918,75178,43673,325270,84321,34497,43190,43996,73971,231229,469702,108677,78702,44667,325129,86534,33074,85050,86356,145071,453449,930900,212595,153880,88340,650399,170855,67571,6.12,39.31,45.43,4.18,18.72,1.45,1.05,2.5,0.890266494,1.879015449,0.988748955,0.06,11.9,9.78,10.86,69.06,2.07
1932,2018,Quintana Roo,23,23032,16542,39574,6975,27,14502,1172,72.44,78.44,75.28,829757,16.39,30068,2148,15566,976,815480,30007,1645237,42327,42773,71818,224899,471126,104782,75737,44361,337645,85169,36733,43572,44475,74844,235079,480823,109983,79614,45459,337167,87345,35132,85899,87248,146662,459978,951949,214765,155351,89820,674812,172514,71865,6.33,38.65,44.98,4.24,18.24,1.4,1.01,2.41,0.881453554,1.827578641,0.946125087,0.06,11.6,9.56,10.61,67.64,2.03
1933,2019,Quintana Roo,23,22793,16240,39033,7256,27,14686,1189,72.52,78.54,75.37,849827,17.27,29952,2163,15266,974,834714,30049,1684541,42730,43176,72548,227356,480681,105575,76203,44924,349986,86143,39163,43885,44875,75674,238555,491585,111184,80385,46250,349313,88317,37331,86615,88051,148222,465911,972266,216759,156588,91174,699299,174460,76494,6.56,38,44.57,4.31,17.84,1.35,0.96,2.32,0.871810184,1.778051113,0.906240929,0.06,11.39,9.38,10.41,66.59,2.01
1934,2020,Quintana Roo,23,22460,15939,38399,7525,27.53,14871,1203,72.64,78.64,75.48,869571,18.24,29826,2187,14955,984,853688,29985,1723259,43070,43616,73259,229633,489875,106319,76676,45300,362262,87224,41785,44149,45262,76410,241667,501987,112274,81126,46923,361527,89439,39685,87219,88878,149669,471300,991862,218593,157802,92223,723789,176663,81470,6.82,37.38,44.2,4.37,17.4,1.3,0.92,2.23,0.862957919,1.730790322,0.867832404,0.06,11.1,9.15,10.15,65.41,1.98
1935,2021,Quintana Roo,23,22205,15659,37864,7794,28,15034,1215,72.76,78.8,75.62,888988,19.28,29698,2210,14664,995,872401,29999,1761389,43389,44054,73925,231688,498670,107075,77204,45472,374463,88377,44615,44421,45626,77023,244377,512001,113299,81902,47331,373805,90692,42198,87810,89680,150948,476065,1010671,220374,159106,92803,748268,179069,86813,7.09,36.77,43.87,4.42,17.03,1.26,0.89,2.15,0.853530935,1.686055721,0.832524786,0.06,10.82,8.9,9.88,64.48,1.95
1936,2022,Quintana Roo,23,21830,15357,37187,8081,28,15192,1227,72.88,78.92,75.74,908079,20.41,29554,2222,14362,995,890834,29911,1798913,43720,44426,74564,233513,507046,107919,77781,45511,386549,89518,47664,44728,45915,77562,246688,521629,114330,82683,47471,386118,92069,44880,88448,90341,152126,480201,1028675,222249,160464,92982,772667,181587,92544,7.39,36.2,43.58,4.49,16.63,1.21,0.85,2.07,0.84450999,1.642881006,0.798371016,0.06,10.53,8.66,9.61,63.52,1.93
1937,2023,Quintana Roo,23,21517,15077,36594,8386,28.67,15331,1235,72.99,79.01,75.85,926817,21.62,29400,2243,14069,1008,908979,29903,1835796,44094,44740,75178,235160,515025,108828,78390,45490,398462,90532,50938,45097,46157,78061,248688,530909,115350,83446,47448,398373,93414,47729,89191,90897,153239,483848,1045934,224178,161836,92938,796835,183946,98667,7.7,35.64,43.35,4.57,16.29,1.17,0.82,1.99,0.835114577,1.601485132,0.766370555,0.05,10.24,8.44,9.36,62.78,1.91
1938,2024,Quintana Roo,23,21122,14788,35910,8675,29,15469,1241,73.13,79.17,76,945214,22.91,29252,2246,13783,1005,926834,29797,1872048,44562,45034,75731,236680,522652,109716,79019,45448,410156,91325,54430,45575,46405,78512,250483,539922,116294,84187,47401,410485,94526,50751,90137,91439,154243,487163,1062574,226010,163206,92849,820641,185851,105181,8.04,35.1,43.14,4.63,15.92,1.13,0.79,1.92,0.826314283,1.562566772,0.736252489,0.05,9.92,8.17,9.07,61.9,1.88
1939,2025,Quintana Roo,23,20800,14509,35309,8973,29.12,15594,1246,73.29,79.32,76.15,963263,24.3,29090,2259,13496,1013,944393,29773,1907656,45141,45341,76234,238147,529960,110525,79632,45385,421563,91865,58145,46175,46692,78942,252153,548720,117095,84845,47333,422389,95370,53939,91316,92033,155176,490300,1078680,227620,164477,92718,843952,187235,112084,8.4,34.58,42.98,4.7,15.61,1.09,0.76,1.85,0.817442977,1.524908055,0.707465078,0.05,9.61,7.92,8.78,61.25,1.86
1940,2026,Quintana Roo,23,20368,14224,34592,9282,29.81,15704,1257,73.43,79.47,76.3,980970,25.77,28920,2265,13216,1008,961639,29650,1942609,45780,45691,76761,239662,537038,111274,80204,45303,432623,92165,62058,46859,47040,79427,253807,557380,117769,85382,47247,434008,95946,57301,92639,92731,156188,493469,1094418,229043,165586,92550,866631,188111,119359,8.78,34.05,42.83,4.78,15.26,1.05,0.73,1.78,0.808397367,1.488719552,0.680322185,0.05,9.3,7.67,8.5,60.42,1.84
1941,2027,Quintana Roo,23,20016,13948,33964,9607,30,15815,1261,73.57,79.61,76.44,998306,27.34,28749,2275,12934,1014,978569,29623,1976875,46396,46135,77390,241306,543953,112004,80749,45205,443308,92242,66173,47563,47492,80046,255540,565973,118395,85841,47145,445311,96243,60813,93959,93627,157436,496846,1109926,230399,166590,92350,888619,188485,126986,9.17,33.52,42.69,4.86,14.98,1.01,0.71,1.72,0.8,1.454264938,0.654264938,0.05,9,7.42,8.23,59.8,1.82
1942,2028,Quintana Roo,23,19573,13678,33251,9936,30.25,15913,1267,73.71,79.75,76.58,1015291,29.02,28574,2284,12661,1017,995187,29509,2010478,46888,46688,78137,243083,550717,112717,81268,45095,453643,92171,70476,48262,48064,80808,257380,574487,119003,86259,47030,456298,96262,64479,95150,94752,158945,500463,1125204,231720,167527,92125,909941,188433,134955,9.57,32.98,42.55,4.94,14.68,0.97,0.68,1.65,0.791503314,1.42125405,0.629750736,0.05,8.7,7.18,7.96,59.01,1.8
1943,2029,Quintana Roo,23,19212,13408,32620,10272,30.93,16005,1270,73.86,79.9,76.74,1031926,30.79,28390,2293,12385,1023,1011487,29484,2043413,47197,47299,78981,244930,557309,113412,81730,44973,463670,92021,74973,48843,48716,81691,259289,582884,119598,86623,46904,467016,96109,68293,96040,96015,160672,504219,1140193,233010,168353,91877,930686,188130,143266,9.98,32.42,42.41,5.03,14.43,0.94,0.66,1.6,0.783248418,1.389342243,0.606093824,0.05,8.4,6.94,7.69,58.47,1.79
1944,2030,Quintana Roo,23,18750,13151,31901,10627,31,16070,1276,73.99,80.04,76.87,1048196,32.68,28192,2305,12122,1029,1027464,29377,2075660,47307,47885,79887,246781,563685,114149,82147,44844,473421,91834,79657,49177,49388,82692,261220,591125,120269,86965,46771,477504,95917,72239,96484,97273,162579,508001,1154810,234418,169112,91615,950925,187751,151896,10.41,31.86,42.27,5.12,14.15,0.9,0.63,1.54,0.774211576,1.358218591,0.584007015,0.05,8.12,6.71,7.43,57.81,1.77
1945,2031,Quintana Roo,23,18386,12880,31266,10987,31.35,16150,1280,74.14,80.18,77.02,1064114,34.67,27997,2313,11847,1033,1043138,29373,2107252,47292,48345,80741,248564,569754,114987,82591,44713,482889,91619,84535,49259,50053,83767,263163,599150,121078,87364,46637,487759,95692,76331,96551,98398,164508,511727,1168904,236065,169955,91350,970648,187311,160866,10.85,31.3,42.15,5.21,13.94,0.87,0.61,1.48,0.766400981,1.328602369,0.562201388,0.05,7.84,6.48,7.17,57.46,1.76
1946,2032,Quintana Roo,23,17938,12612,30550,11340,32,16209,1284,74.3,80.33,77.18,1079675,36.76,27787,2318,11578,1034,1058477,29278,2138152,47222,48619,81412,250237,575406,115928,83135,44585,492012,91375,89604,49195,50598,84743,265060,606781,122040,87895,46508,497718,95439,80567,96417,99217,166155,515297,1182187,237968,171030,91093,989730,186814,170171,11.31,30.76,42.07,5.3,13.69,0.84,0.59,1.43,0.758084552,1.299580198,0.541495647,0.05,7.55,6.25,6.92,57.01,1.74
1947,2033,Quintana Roo,23,17554,12347,29901,11727,32,16271,1290,74.43,80.48,77.32,1094873,38.94,27578,2330,11307,1040,1073496,29281,2168369,47128,48695,81839,251758,580609,116938,83794,44466,500788,91113,94876,49107,50894,85466,266794,613858,123138,88566,46385,507363,95164,84947,96235,99589,167305,518552,1194467,240076,172360,90851,1008151,186277,179823,11.78,30.25,42.03,5.41,13.5,0.81,0.57,1.38,0.750379663,1.271831501,0.521451838,0.05,7.29,6.03,6.68,56.73,1.73
1948,2034,Quintana Roo,23,17083,12084,29167,12110,32.42,16318,1297,74.58,80.64,77.47,1109709,41.2,27360,2339,11042,1042,1088190,29193,2197899,47014,48649,82032,253080,585371,117928,84545,44354,509246,90838,100359,48998,50946,85933,268334,620368,124341,89354,46270,516713,94881,89469,96012,99595,167965,521414,1205739,242269,173899,90624,1025959,185719,189828,12.27,29.77,42.04,5.51,13.28,0.78,0.55,1.33,0.742436299,1.244825172,0.502388872,0.05,7.03,5.81,6.44,56.32,1.72
1949,2035,Quintana Roo,23,16677,11815,28492,12513,33,16371,1299,74.72,80.78,77.61,1124169,43.56,27140,2345,10769,1046,1102559,29190,2226728,46887,48553,82013,254206,589699,118814,85354,44254,517374,90555,106050,48866,50857,86134,269696,626316,125532,90255,46166,525759,94590,94116,95753,99410,168147,523902,1216015,244346,175609,90420,1043133,185145,200166,12.77,29.32,42.1,5.62,13.11,0.75,0.53,1.28,0.7352043,1.218828703,0.483624403,0.05,6.78,5.61,6.21,56.08,1.71
1950,2036,Quintana Roo,23,16170,11559,27729,12920,33,16399,1301,74.87,80.91,77.76,1138259,45.99,26910,2349,10511,1048,1116576,29090,2254835,46749,48433,81857,255166,593580,119528,86104,44162,525120,90277,111938,48723,50744,86079,270916,631706,126547,91212,46071,534467,94304,98875,95472,99177,167936,526082,1225286,246075,177316,90233,1059587,184581,210813,13.29,28.91,42.2,5.73,12.9,0.72,0.51,1.23,0.727281597,1.19343544,0.466153843,0.05,6.53,5.42,5.99,55.63,1.69
1951,2037,Quintana Roo,23,15743,11285,27028,13331,33.46,16431,1305,75,81.06,77.9,1151966,48.51,26673,2348,10242,1043,1130244,29074,2282210,46601,48294,81644,255978,597009,120014,86664,44076,532486,90005,118011,48569,50607,85869,271999,636507,127319,92057,45980,542836,94022,103738,95170,98901,167513,527977,1233516,247333,178721,90056,1075322,184027,221749,13.83,28.51,42.34,5.84,12.74,0.69,0.49,1.18,0.719960039,1.168735568,0.448775529,0.05,6.3,5.22,5.77,55.36,1.68
1952,2038,Quintana Roo,23,15212,11025,26237,13743,34,16443,1302,75.15,81.22,78.05,1165290,51.08,26418,2352,9975,1050,1143562,28955,2308852,46442,48144,81405,256629,599985,120241,86980,43993,539504,89750,124244,48408,50453,85628,272930,640718,127827,92652,45891,550910,93758,108660,94850,98597,167033,529559,1240703,248068,179632,89884,1090414,183508,232904,14.38,28.15,42.52,5.95,12.54,0.66,0.48,1.14,0.71217211,1.144204999,0.432032889,0.05,6.07,5.02,5.56,54.94,1.67
1953,2039,Quintana Roo,23,14733,10769,25502,14183,34,16456,1304,75.29,81.35,78.19,1178214,53.7,26174,2355,9718,1051,1156500,28916,2334714,46275,47984,81142,257113,602545,120220,87062,43908,546195,89512,130598,48244,50285,85357,273684,644370,128058,92986,45799,558748,93507,113602,94519,98269,166499,530797,1246915,248278,180048,89707,1104943,183019,244200,14.93,27.8,42.73,6.07,12.39,0.63,0.46,1.09,0.704840079,1.121079498,0.416239419,0.05,5.84,4.85,5.36,54.71,1.66
1954,2040,Quintana Roo,23,14157,10508,24665,14616,34.48,16461,1307,75.44,81.48,78.34,1190740,56.34,25924,2352,9463,1045,1169056,28773,2359796,46109,47815,80859,257426,604722,119980,86936,43817,552603,89291,137028,48083,50109,85063,274261,647489,128012,93058,45703,566398,93268,118516,94192,97924,165922,531687,1252211,247992,179994,89520,1119001,182559,255544,15.48,27.48,42.96,6.19,12.19,0.6,0.45,1.05,0.697560298,1.098569537,0.40100924,0.04,5.62,4.67,5.16,54.34,1.65
1955,2041,Quintana Roo,23,13650,10258,23908,15060,35,16455,1304,75.57,81.63,78.48,1202854,59,25665,2352,9210,1048,1181226,28710,2384080,45951,47634,80559,257529,606510,119610,86685,43713,558809,89081,143497,47924,49927,84756,274622,650066,127711,92882,45598,573923,93042,123373,93875,97561,165315,532151,1256576,247321,179567,89311,1132732,182123,266870,16.03,27.17,43.2,6.32,12.04,0.57,0.43,1,0.690203349,1.076515889,0.38631254,0.04,5.42,4.5,4.97,54.15,1.65
1956,2042,Quintana Roo,23,13029,10012,23041,15517,35,16459,1304,75.7,81.76,78.61,1214547,61.66,25424,2351,8965,1047,1193007,28546,2407554,45801,47446,80248,257375,607941,119184,86382,43598,564884,88877,149978,47768,49742,84442,274717,652152,127272,92572,45478,581382,92825,128161,93569,97188,164690,532092,1260093,246456,178954,89076,1146266,181702,278139,16.57,26.87,43.45,6.45,11.86,0.54,0.42,0.96,0.68363991,1.056009543,0.372369633,0.04,5.22,4.34,4.79,53.76,1.64
1957,2043,Quintana Roo,23,12478,9787,22265,15980,35.45,16428,1303,75.84,81.9,78.75,1225828,64.35,25161,2357,8733,1054,1204380,28458,2430208,45663,47260,79932,256954,609064,118730,86058,43464,570820,88671,156484,47620,49560,84124,274535,653829,126798,92234,45342,588770,92609,132910,93283,96820,164056,531489,1262893,245528,178292,88806,1159590,181280,289394,17.11,26.59,43.71,6.58,11.71,0.51,0.4,0.92,0.67599152,1.035343477,0.359351957,0.04,5.03,4.18,4.62,53.6,1.63
1958,2044,Quintana Roo,23,11843,9546,21389,16435,36,16396,1304,75.99,82.04,78.89,1236697,67.06,24890,2356,8494,1052,1215345,28278,2452042,45532,47083,79618,256285,609933,118249,85714,43313,576601,88460,163014,47484,49384,83808,274078,655177,126297,91873,45185,596049,92387,137663,93016,96467,163426,530363,1265110,244546,177587,88498,1172650,180847,300677,17.66,26.33,43.98,6.7,11.53,0.48,0.39,0.87,0.668667176,1.015072336,0.346405159,0.04,4.84,4.03,4.44,53.25,1.62
1959,2045,Quintana Roo,23,11269,9306,20575,16903,36,16375,1303,76.12,82.17,79.03,1247130,69.82,24634,2350,8259,1047,1225892,28172,2473022,45408,46917,79311,255408,610610,117748,85354,43144,582181,88233,169576,47356,49211,83498,273353,656269,125780,91493,45010,603174,92149,142443,92764,96128,162809,528761,1266879,243528,176847,88154,1185355,180382,312019,18.2,26.07,44.27,6.83,11.39,0.46,0.38,0.83,0.662145343,0.996109214,0.333963871,0.04,4.66,3.88,4.28,53.07,1.61
1960,2046,Quintana Roo,23,10597,9083,19680,17374,36.37,16329,1303,76.25,82.31,79.16,1257129,72.64,24364,2351,8035,1048,1236022,27971,2493151,45291,46760,79019,254410,611170,117238,84979,42962,587459,87983,176185,47235,49046,83201,272390,657167,125250,91095,44821,610076,91890,147293,92526,95806,162220,526800,1268337,242488,176074,87783,1197535,179873,323478,18.76,25.83,44.59,6.97,11.22,0.43,0.36,0.79,0.654954313,0.977237239,0.322282926,0.04,4.49,3.74,4.12,52.75,1.6
1961,2047,Quintana Roo,23,9992,8858,18850,17864,36.98,16285,1297,76.38,82.44,79.29,1266695,75.53,24101,2339,7816,1042,1245722,27856,2512417,45178,46615,78745,253377,611631,116725,84595,42764,592327,87704,182864,47117,48891,82916,271311,657917,124719,90694,44615,616595,91605,152261,92295,95506,161661,524688,1269548,241444,175289,87379,1208922,179309,335125,19.33,25.59,44.92,7.11,11.09,0.4,0.35,0.75,0.648180617,0.959275471,0.311094854,0.04,4.32,3.6,3.97,52.6,1.6
1962,2048,Quintana Roo,23,9297,8651,17948,18343,37,16233,1297,76.52,82.56,79.42,1275835,78.52,23842,2339,7609,1042,1254987,27640,2530822,45064,46475,78485,252335,611980,116216,84206,42552,596763,87395,189605,46997,48746,82645,270220,658518,124192,90293,44394,622607,91287,157384,92061,95221,161130,522555,1270498,240408,174499,86946,1219370,178682,346989,19.92,25.37,45.29,7.25,10.92,0.37,0.34,0.71,0.641412158,0.942065463,0.300653306,0.04,4.16,3.47,3.82,52.3,1.59
1963,2049,Quintana Roo,23,8686,8442,17128,18824,37.26,16175,1295,76.65,82.7,79.55,1284546,81.6,23579,2333,7404,1038,1263818,27510,2548364,44943,46342,78242,251291,612176,115720,83820,42328,600783,87055,196389,46876,48606,82383,269123,658931,123676,89899,44158,628095,90938,162661,91819,94948,160625,520414,1271107,239396,173719,86486,1228878,177993,359050,20.53,25.15,45.68,7.39,10.8,0.34,0.33,0.67,0.634720943,0.925260285,0.290539342,0.04,4,3.34,3.68,52.16,1.59
1964,2050,Quintana Roo,23,7977,8236,16213,19305,37.87,16111,1292,76.77,82.82,79.68,1292827,84.77,23311,2328,7200,1036,1272210,27282,2565037,44812,46211,78007,250246,612171,115238,83442,42094,604388,86683,203213,46747,48471,82133,268029,659127,123177,89515,43910,633074,90553,168081,91559,94682,160140,518275,1271298,238415,172957,86004,1237462,177236,371294,21.15,24.95,46.09,7.53,10.64,0.31,0.32,0.63,0.628100101,0.908797807,0.280697705,0.04,3.86,3.22,3.55,51.87,1.58
1965,1970,San Luis Potosí,24,47368,ND,ND,15137,15,ND,ND,56.68,62.43,59.4,682533,8.27,ND,ND,ND,ND,667173,62505,1349706,49258,41926,66009,157488,271430,74485,50402,71119,160712,120244,27517,51576,43740,68605,161444,276701,76286,51421,73280,161725,124696,26587,100834,85666,134614,318932,548131,150771,101823,144399,322437,244940,54104,8.44,102.01,110.44,11.22,46.31,3.51,ND,ND,ND,ND,ND,ND,93.12,78.85,86.16,129.8,7.58
1966,1971,San Luis Potosí,24,48940,ND,ND,14633,15,ND,ND,58.09,63.11,60.48,699467,8.33,ND,ND,ND,ND,684637,63573,1384104,51013,43522,68555,162304,278607,76869,51836,72858,163881,123515,28515,53342,45343,71124,166073,283473,78533,52752,75020,164691,127964,27421,104355,88865,139679,328377,562080,155402,104588,147878,328572,251479,55936,8.51,102.17,110.69,10.57,45.93,3.54,ND,ND,ND,ND,ND,ND,88.09,74.63,81.52,130.42,7.52
1967,1972,San Luis Potosí,24,49545,ND,ND,15118,15,ND,ND,57.88,62.56,60.12,716744,8.39,ND,ND,ND,ND,702429,64663,1419173,52741,45152,71154,167428,286146,79441,53439,74665,167179,126758,29469,55069,46977,73683,170991,290581,80961,54255,76830,167790,131199,28241,107810,92129,144837,338419,576727,160402,107694,151495,334969,257957,57710,8.57,102.18,110.75,10.65,45.56,3.49,ND,ND,ND,ND,ND,ND,86.23,72.98,79.77,131.28,7.45
1968,1973,San Luis Potosí,24,49773,ND,ND,15532,15,ND,ND,57.71,62.13,59.84,734081,8.44,ND,ND,ND,ND,720326,65305,1454407,54404,46797,73776,172804,293984,82165,55186,76481,170597,129981,30413,56722,48602,76258,176132,297954,83545,55889,78645,171008,134411,29049,111126,95399,150034,348936,591938,165710,111075,155126,341605,264392,59462,8.61,102.01,110.62,10.68,44.9,3.42,ND,ND,ND,ND,ND,ND,84.01,70.98,77.65,131.72,7.32
1969,1974,San Luis Potosí,24,50383,ND,ND,15349,15,ND,ND,58.01,63.21,60.49,751453,8.51,ND,ND,ND,ND,738381,65732,1489834,55996,48438,76408,178404,302151,85033,57063,78258,174219,133242,31403,58297,50209,78829,181471,305616,86275,57655,80427,174410,137649,29851,114293,98647,155237,359875,607767,171308,114718,158685,348629,270891,61254,8.65,101.63,110.28,10.3,44.12,3.38,ND,ND,ND,ND,ND,ND,82.17,69.3,75.89,131.87,7.16
1970,1975,San Luis Potosí,24,50724,ND,ND,15234,15,ND,ND,58.69,63.51,61.01,768841,8.59,ND,ND,ND,ND,756515,65958,1525356,57526,50047,79030,184201,310643,88085,59102,79938,178071,136568,32432,59805,51774,81364,186989,313584,89186,59596,82126,178038,140939,30671,117331,101821,160394,371190,624227,177271,118698,162064,356109,277507,63103,8.68,101.05,109.73,9.99,43.24,3.33,ND,ND,ND,ND,ND,ND,80.65,67.9,74.43,131.61,6.97
