RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMIH,TMIM,TMI,TEF_ADO,TGF
1971,1976,San Luis Potosí,24,50684,ND,ND,15112,15,ND,ND,59.05,64.1,61.48,786056,8.67,ND,ND,ND,ND,774489,65796,1560545,59015,51600,81604,190148,319408,91266,61262,81456,182132,139946,33445,61270,53277,83843,192659,321826,92221,61655,83668,181884,144271,31474,120285,104877,165447,382807,641234,183487,122917,165124,364016,284217,64919,8.69,100.27,108.96,9.68,42.16,3.25,ND,ND,ND,ND,ND,ND,79.09,66.47,72.93,130.58,6.75
1972,1977,San Luis Potosí,24,50916,ND,ND,14719,15,ND,ND,59.66,65.23,62.33,802944,8.76,ND,ND,ND,ND,792198,65635,1595142,60490,53087,84103,196203,328393,94476,63460,82746,186413,143335,34443,62714,54712,86238,198416,330248,95265,63739,84970,185935,147622,32257,123204,107799,170341,394619,658641,189741,127199,167716,372348,290957,66700,8.7,99.28,107.98,9.23,41.15,3.19,ND,ND,ND,ND,ND,ND,77.14,64.71,71.08,129.38,6.53
1973,1978,San Luis Potosí,24,51123,ND,ND,14194,15.15,ND,ND,60.64,66.48,63.43,819514,8.86,ND,ND,ND,ND,809738,65317,1629252,61972,54513,86510,202324,337584,97680,65683,83759,190958,146681,35467,64158,56080,88528,204198,338786,98288,65840,85974,190197,150929,33049,126130,110593,175038,406522,676370,195968,131523,169733,381155,297610,68516,8.7,98.14,106.84,8.71,40.09,3.14,ND,ND,ND,ND,ND,ND,74.9,62.74,68.97,127.14,6.3
1974,1979,San Luis Potosí,24,51205,ND,ND,13855,15.43,ND,ND,61.16,67.57,64.22,835705,8.97,ND,ND,ND,ND,827060,65060,1662765,63485,55896,88829,208466,346945,100842,67909,84440,195761,149879,36487,65620,57390,90704,209932,347369,101227,67913,86634,194653,154088,33829,129105,113286,179533,418398,694314,202069,135822,171074,390414,303967,70316,8.69,96.89,105.58,8.33,39.13,3.08,ND,ND,ND,ND,ND,ND,72.22,60.42,66.47,124.4,6.08
1975,1980,San Luis Potosí,24,51328,ND,ND,13660,15.73,ND,ND,61.6,68.32,64.8,852335,9.09,ND,ND,ND,ND,845104,64988,1697439,65084,57304,91166,215040,357056,104113,70251,84861,201063,152919,37525,67194,58735,92904,215984,356428,104205,70036,87042,199360,157140,34598,132278,116039,184070,431024,713484,208318,140287,171903,400423,310059,72123,8.67,95.48,104.15,8.05,38.29,3.02,ND,ND,ND,ND,ND,ND,69.19,57.82,63.64,121.06,5.88
1976,1981,San Luis Potosí,24,52012,ND,ND,13210,16,ND,ND,62.53,69.43,65.81,870483,9.2,ND,ND,ND,ND,864980,65222,1735463,66812,58814,93651,222450,368640,107672,72835,85191,207243,155806,38636,68963,60222,95298,222748,366600,107414,72338,87393,204556,160157,35390,135775,119036,188949,445198,735240,215086,145173,172584,411799,315963,74026,8.64,93.87,102.51,7.61,37.58,3,ND,ND,ND,ND,ND,ND,65.84,54.94,60.53,117.08,5.68
1977,1982,San Luis Potosí,24,52790,ND,ND,12832,16,ND,ND,63.34,70.52,66.75,889355,9.34,ND,ND,ND,ND,885862,65622,1775217,68596,60401,96235,230275,381179,111339,75505,85520,214123,158319,39842,70822,61800,97800,229804,377450,110672,74672,87766,210197,162858,36239,139418,122201,194035,460079,758629,222011,150177,173286,424320,321177,76081,8.6,92.12,100.73,7.23,36.97,2.97,ND,ND,ND,ND,ND,ND,62.33,51.94,57.27,112.88,5.51
1978,1983,San Luis Potosí,24,52891,ND,ND,12672,16,ND,ND,64.19,70.69,67.31,908003,9.49,ND,ND,ND,ND,906617,65563,1814620,70343,62028,98851,238089,394038,114909,78086,85880,221380,160300,41070,72652,63413,100322,236795,388492,113808,76899,88177,216127,165017,37144,142995,125441,199173,474884,782530,228717,154985,174057,437507,325317,78214,8.57,90.31,98.89,6.98,36.13,2.91,ND,ND,ND,ND,ND,ND,58.51,48.69,53.72,108.04,5.3
1979,1984,San Luis Potosí,24,52931,ND,ND,12558,16.32,ND,ND,64.75,71.14,67.82,926406,9.67,ND,ND,ND,ND,927175,65489,1853581,71996,63690,101506,245883,407211,118395,80579,86269,229004,161803,42321,74408,65064,102881,243724,399742,116841,79024,88626,222355,166687,38113,146404,128754,204387,489607,806953,235236,159603,174895,451359,328490,80434,8.55,88.44,96.99,6.77,35.33,2.86,ND,ND,ND,ND,ND,ND,55,45.7,50.46,103.52,5.11
1980,1985,San Luis Potosí,24,52648,ND,ND,12738,16.79,ND,ND,64.89,71.14,67.91,944474,9.86,ND,ND,ND,ND,947500,65386,1891974,73495,65356,104180,253621,420661,121822,82998,86679,236993,162903,43603,76026,66724,105466,250561,411162,119811,81069,89106,228855,167962,39106,149521,132080,209646,504182,831823,241633,164067,175785,465848,330865,82709,8.53,86.52,95.04,6.73,34.56,2.78,ND,ND,ND,ND,ND,ND,51.97,43.09,47.64,99.56,4.92
1981,1986,San Luis Potosí,24,52767,ND,ND,12497,17,ND,ND,65.66,71.77,68.62,962295,10.07,ND,ND,ND,ND,967633,65264,1929928,74780,66982,106842,261267,434355,125232,85372,87083,245364,163716,44944,77431,68365,108068,257323,422772,122777,83074,89592,235642,168961,40162,152211,135347,214910,518590,857127,248009,168446,176675,481006,332677,85106,8.51,84.56,93.07,6.48,33.82,2.73,ND,ND,ND,ND,ND,ND,49.36,40.85,45.21,96.22,4.74
1982,1987,San Luis Potosí,24,52606,ND,ND,12525,17,ND,ND,66.06,72.03,68.96,979906,10.31,ND,ND,ND,ND,987594,65131,1967500,75807,68516,109432,268757,448226,128648,87732,87459,254130,164345,46370,78573,69942,110634,263973,434520,125770,85078,90057,242727,169797,41297,154380,138458,220066,532730,882746,254418,172810,177516,496857,334142,87667,8.51,82.58,91.1,6.37,33.1,2.67,ND,ND,ND,ND,ND,ND,47.01,38.85,43.03,93.52,4.57
1983,1988,San Luis Potosí,24,52412,ND,ND,12683,17.3,ND,ND,66.14,72.28,69.12,997155,10.57,ND,ND,ND,ND,1007325,65095,2004480,76520,69900,111858,276014,462176,132069,90111,87798,263270,164916,47842,79398,71382,113055,270409,446273,128777,87104,90489,250048,170596,42444,155918,141282,224913,546423,908449,260846,177215,178287,513318,335512,90286,8.52,80.63,89.15,6.33,32.47,2.61,ND,ND,ND,ND,ND,ND,45.48,37.6,41.64,91.36,4.4
1984,1989,San Luis Potosí,24,52334,ND,ND,12709,17.86,ND,ND,66.58,72.56,69.49,1013996,10.84,ND,ND,ND,ND,1026758,65043,2040754,76926,71072,114025,282945,476072,135467,92514,88108,272755,165490,49361,79916,72614,115234,276546,457902,131782,89162,90889,257590,171422,43619,156842,143686,229259,559491,933974,267249,181676,178997,530345,336912,92980,8.53,78.72,87.25,6.23,31.87,2.56,ND,ND,ND,ND,ND,ND,46.31,38.2,42.35,89.46,4.23
1985,1990,San Luis Potosí,24,52454,ND,ND,12474,18,ND,ND,67.32,73.15,70.16,1029919,11.13,ND,ND,ND,ND,1044681,64928,2074600,77275,72151,116088,289511,489175,138844,94907,88264,281491,166049,50850,80206,73584,117086,282161,469235,134686,91184,91136,265269,172062,44948,157481,145735,233174,571672,958410,273530,186091,179400,546760,338111,95798,8.57,76.93,85.49,6.01,31.3,2.53,ND,ND,ND,ND,ND,ND,44.86,37.02,41.04,87.77,4.08
1986,1991,San Luis Potosí,24,52935,ND,ND,12079,18,ND,ND,68.22,73.93,71.01,1044989,11.46,ND,ND,ND,ND,1061109,65014,2106098,77692,73084,117963,295668,501388,142167,97288,88248,289412,166553,52323,80395,74260,118562,287313,480317,137528,93226,91170,273060,172434,46445,158087,147344,236525,582981,981705,279695,190514,179418,562472,338987,98768,8.62,75.24,83.87,5.74,30.87,2.51,ND,ND,ND,ND,ND,ND,41.62,34.41,38.1,86.37,3.99
1987,1992,San Luis Potosí,24,53055,ND,ND,12000,18.48,ND,ND,68.72,74.29,71.45,1059701,11.81,ND,ND,ND,ND,1077164,65055,2136865,78128,73740,119421,301332,513186,145300,99619,88194,297418,167015,53879,80591,74620,119570,292008,491089,140218,95268,91121,281015,172714,48023,158719,148360,238991,593340,1004275,285518,194887,179315,578433,339729,101902,8.7,73.67,82.36,5.62,30.44,2.48,ND,ND,ND,ND,ND,ND,40.68,33.62,37.24,85.16,3.9
1988,1993,San Luis Potosí,24,52974,ND,ND,12073,19,ND,ND,69.14,74.24,71.65,1073988,12.16,ND,ND,ND,ND,1092737,65047,2166725,78587,74205,120523,306521,524566,148137,101819,88125,305489,167434,55467,80812,74728,120072,295998,501275,142440,97096,91099,289117,172970,49691,159399,148933,240595,602519,1025841,290577,198915,179224,594606,340404,105158,8.78,72.21,80.99,5.57,30.02,2.44,ND,ND,ND,ND,ND,ND,38.21,31.48,34.93,84.07,3.82
1989,1994,San Luis Potosí,24,52844,ND,ND,12107,19,ND,ND,69.48,74.38,71.9,1087785,12.54,ND,ND,ND,ND,1107813,64951,2195598,79070,74622,121398,311336,535560,150612,103836,88072,313572,167808,57090,81064,74811,120337,299474,510986,144169,98643,91137,297295,173189,51422,160134,149433,241735,610810,1046546,294781,202479,179209,610867,340997,108512,8.88,70.84,79.72,5.51,29.58,2.41,ND,ND,ND,ND,ND,ND,36.13,29.7,32.99,82.98,3.74
1990,1995,San Luis Potosí,24,52268,ND,ND,12363,19.13,ND,ND,69.57,74.19,71.86,1101021,12.92,ND,ND,ND,ND,1122366,64631,2223387,79569,75093,122167,315785,546115,152668,105594,88054,321604,168182,58728,81340,74994,120554,302525,520250,145405,99845,91232,305474,173377,53201,160909,150087,242721,618310,1066365,298073,205439,179286,627078,341559,111929,8.99,69.54,78.53,5.56,29.07,2.35,ND,ND,ND,ND,ND,ND,34.28,28.1,31.26,81.77,3.65
1991,1996,San Luis Potosí,24,51412,ND,ND,12282,19.72,ND,ND,70.04,74.48,72.25,1112287,13.34,ND,ND,ND,ND,1136493,63694,2248780,79930,75446,122666,319514,556537,154105,106885,88008,330290,168521,60477,81522,75103,120562,304545,528336,145867,100408,91216,313422,173501,54967,161452,150549,243228,624059,1084873,299972,207293,179224,643712,342022,115444,9.11,68.27,77.38,5.46,28.32,2.29,ND,ND,ND,ND,ND,ND,32.31,26.4,29.43,81.19,3.53
1992,1997,San Luis Potosí,24,50605,ND,ND,12192,20,ND,ND,70.37,74.93,72.64,1121629,13.79,ND,ND,ND,ND,1150300,62797,2271929,80150,75693,123010,322627,566959,155044,107727,87834,339690,168852,62375,81618,75154,120465,305531,535223,145620,100309,90968,321146,173646,56742,161768,150847,243475,628158,1102182,300664,208036,178802,660836,342498,119117,9.24,67.01,76.26,5.37,27.64,2.23,ND,ND,ND,ND,ND,ND,30.11,24.49,27.36,80.53,3.41
1993,1998,San Luis Potosí,24,49728,ND,ND,12165,20,ND,ND,70.61,75.36,72.97,1130303,14.27,ND,ND,ND,ND,1163748,61893,2294051,80357,75969,123445,325556,577254,155842,108366,87426,349265,169158,64355,81688,75204,120415,306075,541641,145122,99911,90476,328944,173805,58555,162045,151173,243860,631631,1118895,300964,208277,177902,678209,342963,122910,9.38,65.76,75.14,5.3,26.98,2.17,ND,ND,ND,ND,ND,ND,28.37,23.02,25.76,79.52,3.31
1994,1999,San Luis Potosí,24,48978,ND,ND,12015,20.54,ND,ND,71.07,75.9,73.47,1138302,14.78,ND,ND,ND,ND,1176847,60993,2315149,80559,76229,123896,328180,587301,156512,108845,86768,359048,169369,66432,81758,75249,120392,306118,547474,144434,99291,89755,336763,173918,60434,162317,151478,244288,634298,1134775,300946,208136,176523,695811,343287,126866,9.54,64.52,74.06,5.19,26.35,2.12,ND,ND,ND,ND,ND,ND,26.57,21.49,24.09,78.28,3.2
1995,2000,San Luis Potosí,24,48536,ND,ND,11749,21,ND,ND,71.69,76.65,74.16,1147541,15.35,ND,ND,ND,ND,1190619,60285,2338160,80755,76480,124326,330374,597458,156983,109137,85941,369780,169385,68770,81922,75490,120691,306271,553849,143897,98696,88931,345380,173995,62482,162677,151970,245017,636645,1151307,300880,207833,174872,715160,343380,131252,9.71,63.26,72.97,5.02,25.78,2.08,ND,ND,ND,ND,ND,ND,24.69,19.9,22.36,77.44,3.12
1996,2001,San Luis Potosí,24,47853,ND,ND,11839,21,ND,ND,71.95,77.02,74.47,1159176,15.96,ND,ND,ND,ND,1205840,59692,2365016,80965,76828,124935,332710,608351,157688,109581,85086,381570,169205,71355,82173,76042,121632,307620,561936,144322,98732,88073,354920,173965,64677,163138,152870,246567,640330,1170287,302010,208313,173159,736490,343170,136032,9.88,61.89,71.77,5.01,25.24,2.02,ND,ND,ND,ND,ND,ND,22.73,18.22,20.53,77.09,3.04
1997,2002,San Luis Potosí,24,46879,ND,ND,12164,21.55,ND,ND,71.91,77.17,74.52,1171671,16.59,ND,ND,ND,ND,1221744,59043,2393415,81219,77271,125749,335350,619597,158814,110336,84355,393656,168847,73999,82466,76687,122888,309738,570723,145599,99398,87241,364595,173716,66901,163685,153958,248637,645088,1190320,304413,209734,171596,758251,342563,140900,10.04,60.51,70.55,5.08,24.67,1.96,ND,ND,ND,ND,ND,ND,20.84,16.58,18.77,76.92,2.97
1998,2003,San Luis Potosí,24,45968,ND,ND,12498,22,ND,ND,71.96,77.22,74.57,1184119,17.23,ND,ND,ND,ND,1237824,58466,2421943,81528,77717,126598,337997,630786,160146,111265,83779,405908,168229,76678,82817,77208,123988,311817,579332,147125,100345,86492,374326,173147,69133,164345,154925,250586,649814,1210118,307271,211610,170271,780234,341376,145811,10.2,59.16,69.36,5.16,24.14,1.9,ND,ND,ND,ND,ND,ND,19.82,15.81,17.86,76.84,2.89
1999,2004,San Luis Potosí,24,45390,ND,ND,12513,22,ND,ND,72.4,77.58,74.98,1196371,17.9,ND,ND,ND,ND,1253707,57903,2450078,81838,78084,127316,340366,641559,161443,112211,83290,418263,167370,79448,83201,77563,124758,313549,587436,148545,101350,85870,384131,172288,71457,165039,155647,252074,653915,1228995,309988,213561,169160,802394,339658,150905,10.36,57.88,68.24,5.11,23.63,1.85,ND,ND,ND,ND,ND,ND,19.03,15.21,17.17,76.61,2.83
2000,2005,San Luis Potosí,24,44203,ND,ND,13000,22.64,ND,ND,72.36,77.42,74.89,1208716,18.6,ND,ND,ND,ND,1269806,57203,2478522,82103,78453,128020,342741,652197,162785,113218,82864,430713,166448,82307,83544,77896,125393,315226,595279,149874,102377,85408,393957,171276,73872,165647,156349,253413,657967,1247476,312659,215595,168272,824670,337724,156179,10.53,56.64,67.17,5.25,23.08,1.78,ND,ND,ND,ND,ND,ND,18.37,14.73,16.6,76.06,2.76
2001,2006,San Luis Potosí,24,43456,ND,ND,12998,23,ND,ND,72.72,77.83,75.27,1221523,19.34,ND,ND,ND,ND,1284550,56454,2506073,82104,78792,128688,345311,662469,164223,114327,82260,442760,165175,85099,83664,78430,126379,318307,604304,151854,103905,84873,403785,169917,76284,165768,157222,255067,663618,1266773,316077,218232,167133,846545,335092,161383,10.69,55.26,65.95,5.19,22.53,1.73,ND,ND,ND,ND,ND,ND,17.79,14.29,16.08,75.55,2.69
2002,2007,San Luis Potosí,24,42235,ND,ND,13507,23.11,ND,ND,72.63,77.66,75.15,1235133,20.12,ND,ND,ND,ND,1297821,55742,2532954,81783,79050,129235,348041,672277,165694,115509,81487,454354,163616,87800,83503,79131,127724,323056,614805,154620,106027,84226,413663,168365,78679,165286,158181,256959,671097,1287082,320314,221536,165713,868017,331981,166479,10.82,53.76,64.57,5.33,22.01,1.67,ND,ND,ND,ND,ND,ND,17.26,13.89,15.62,75.55,2.62
2003,2008,San Luis Potosí,24,41020,ND,ND,14071,23.9,ND,ND,72.29,77.69,74.98,1249706,20.92,ND,ND,ND,ND,1311601,55091,2561307,81303,79290,129818,351157,682187,167364,116836,80754,465881,162272,90543,83174,79882,129301,328895,626099,157952,108533,83563,423404,167059,81054,164477,159172,259119,680052,1308286,325316,225369,164317,889285,329331,171597,10.93,52.28,63.21,5.49,21.51,1.6,ND,ND,ND,ND,ND,ND,16.85,13.58,15.26,76.02,2.56
2004,2009,San Luis Potosí,24,39648,ND,ND,14750,24,ND,ND,71.97,77.47,74.71,1264759,21.73,ND,ND,ND,ND,1325392,54398,2590151,80677,79387,130306,354349,691870,169111,118192,79953,477273,161099,93343,82720,80477,130864,335376,637754,161679,111292,82782,432979,165978,83409,163397,159864,261170,689725,1329624,330790,229484,162735,910252,327077,176752,11.05,50.84,61.89,5.69,21,1.53,ND,ND,ND,ND,ND,ND,16.48,13.3,14.93,76.6,2.49
2005,2010,San Luis Potosí,24,38387,ND,ND,15320,24.29,ND,ND,71.75,77.44,74.58,1280448,22.52,ND,ND,ND,ND,1340665,53707,2621113,80185,79390,130682,357358,701403,170752,119460,79301,489125,160452,96260,82335,80786,132040,341361,648740,165142,113888,82075,442708,165384,85795,162520,160176,262722,698719,1350143,335894,233348,161376,931833,325836,182055,11.17,49.58,60.75,5.84,20.49,1.46,ND,ND,ND,ND,ND,ND,16.14,13.04,14.63,77.26,2.43
2006,2011,San Luis Potosí,24,37807,ND,ND,15649,25,ND,ND,71.87,77.49,74.67,1295804,23.3,ND,ND,ND,ND,1356630,53456,2652434,79916,79276,130830,359977,710653,172165,120611,78682,501422,160029,99255,82037,80824,132691,346640,658974,168174,116307,81320,452631,164912,88159,161953,160100,263521,706617,1369627,340339,236918,160002,954053,324941,187414,11.29,48.44,59.72,5.9,20.15,1.43,ND,ND,ND,ND,ND,ND,15.8,12.79,14.33,76.53,2.39
2007,2012,San Luis Potosí,24,37005,ND,ND,16123,25,ND,ND,71.89,77.42,74.65,1309547,24.14,ND,ND,ND,ND,1371161,53128,2680708,79726,78972,130634,362049,719141,173259,121597,77872,513487,159293,102253,81736,80613,132807,351231,668379,170717,118523,80372,462390,164084,90537,161462,159585,263441,713280,1387520,343976,240120,158244,975877,323377,192790,11.41,47.29,58.7,6.01,19.82,1.38,ND,ND,ND,ND,ND,ND,15.42,12.5,14,75.44,2.36
2008,2013,San Luis Potosí,24,36157,ND,ND,16554,25.49,ND,ND,72,77.39,74.69,1322619,25.01,ND,ND,ND,ND,1385128,52711,2707747,79601,78608,130236,363686,727021,174019,122391,77040,525418,158430,105339,81520,80316,132601,355179,677065,172705,120420,79426,472101,163103,93023,161121,158924,262837,718865,1404086,346724,242811,156466,997519,321533,198362,11.56,46.2,57.76,6.11,19.47,1.34,ND,ND,ND,ND,ND,ND,14.87,12.09,13.51,74.12,2.32
2009,2014,San Luis Potosí,24,35129,ND,ND,17158,26,ND,ND,71.96,77.25,74.6,1335227,25.93,ND,ND,ND,ND,1398628,52287,2733855,79483,78314,129743,364935,734377,174398,122969,76198,537244,157489,108511,81392,80040,132229,358597,685291,174150,121961,78484,481877,161984,95575,160875,158354,261972,723532,1419668,348548,244930,154682,1019121,319473,204086,11.71,45.17,56.88,6.28,19.13,1.28,ND,ND,ND,ND,ND,ND,14.35,11.68,13.05,72.53,2.29
2010,2015,San Luis Potosí,24,33765,ND,ND,17948,26,ND,ND,71.76,76.98,74.37,1347013,26.86,ND,ND,ND,ND,1411226,51713,2758239,79357,78129,129267,365797,741079,174387,123249,75360,548772,156439,111659,81329,79820,131819,361430,692897,175016,123017,77554,491565,160725,98098,160686,157949,261086,727227,1433976,349403,246266,152914,1040337,317164,209757,11.87,44.18,56.05,6.51,18.75,1.22,ND,ND,ND,ND,ND,ND,14.04,11.46,12.78,70.24,2.25
2011,2016,San Luis Potosí,24,32939,-10289,22650,18230,26.71,14667,9890,71.88,77.12,74.49,1358307,27.72,11064,3204,-3603,-6686,1423150,51169,2781457,79179,78004,128917,366701,747279,174285,123372,74547,559714,155064,114550,81256,79690,131551,364095,700019,175537,123676,76740,500692,159259,100355,160435,157694,260468,730796,1447298,349822,247048,151287,1060406,314323,214905,12,43.29,55.28,6.55,18.4,1.18,-0.37,0.81,0.527313563,0.397777136,-0.129536426,-0.24,13.68,11.15,12.45,69.24,2.21
2012,2017,San Luis Potosí,24,32228,-10403,21825,18543,27,14411,10166,71.94,77.16,74.54,1369084,28.53,10983,3191,-3428,-6975,1434608,50771,2803692,78847,77889,128696,367669,753005,174207,123400,73788,570056,153434,117318,81007,79629,131392,366508,706600,175762,123999,76064,509264,157656,102459,159854,157518,260088,734177,1459605,349969,247399,149852,1079320,311090,219777,12.12,42.48,54.6,6.61,18.11,1.15,-0.37,0.78,0.514000825,0.391733471,-0.122267353,-0.25,13.55,11.06,12.34,68.79,2.18
2013,2018,San Luis Potosí,24,31449,-10345,21104,18757,27,14150,10307,72.05,77.3,74.67,1379431,29.41,10909,3203,-3241,-7104,1445726,50206,2825157,78315,77780,128541,368431,758332,174045,123284,73113,580162,151828,120299,80502,79618,131285,368437,712808,175707,124040,75500,517890,156090,104747,158817,157398,259826,736868,1471140,349752,247324,148613,1098052,307918,225046,12.26,41.7,53.97,6.64,17.77,1.11,-0.37,0.75,0.500857121,0.386137832,-0.114719288,-0.25,13.23,10.77,12.03,68.14,2.15
2014,2019,San Luis Potosí,24,30788,-10266,20522,19017,27.66,13879,10445,72.15,77.41,74.77,1389418,30.37,10821,3237,-3058,-7208,1456541,49805,2845959,77624,77639,128365,368950,763249,173826,123100,72852,590063,150248,123517,79789,79572,131187,369861,718655,175522,123907,75374,526598,154582,107228,157413,157211,259552,738811,1481904,349348,247007,148226,1116661,304830,230745,12.44,40.95,53.38,6.68,17.5,1.08,-0.36,0.72,0.487673926,0.380223327,-0.107450599,-0.25,12.97,10.55,11.79,67.76,2.12
2015,2020,San Luis Potosí,24,29998,-10162,19836,19246,28,13617,10565,72.27,77.56,74.91,1399071,31.41,10744,3276,-2873,-7289,1467071,49244,2866142,76883,77366,128059,369115,767680,173608,122915,72980,599787,148698,126986,79009,79357,130982,370670,724065,175337,123712,75618,535397,153151,109918,155892,156723,259041,739785,1491745,348945,246627,148598,1135184,301849,236904,12.64,40.23,52.86,6.71,17.18,1.05,-0.35,0.69,0.475098582,0.374859306,-0.100239276,-0.25,12.64,10.26,11.48,67.18,2.09
2016,2021,San Luis Potosí,24,29357,-10061,19296,19487,28.01,13344,10674,72.39,77.69,75.03,1408390,32.52,10656,3301,-2688,-7373,1477315,48844,2885705,76145,76884,127538,368828,771563,173440,122786,73084,609347,147236,130720,78249,78898,130552,370796,728975,175217,123563,75783,544290,151843,112805,154394,155782,258090,739624,1500538,348657,246349,148867,1153637,299079,243525,12.86,39.56,52.42,6.75,16.93,1.02,-0.35,0.67,0.46241733,0.369268515,-0.093148815,-0.26,12.33,10,11.19,66.87,2.07
2017,2022,San Luis Potosí,24,28559,-9945,18614,19716,28.72,13062,10779,72.53,77.84,75.18,1417384,33.7,10558,3338,-2504,-7441,1487268,48275,2904652,75385,76239,126811,368171,774931,173305,122733,72814,618669,146222,134722,77502,78240,129872,370358,733435,175126,123494,75524,553163,151011,115898,152887,154479,256683,738529,1508366,348431,246227,148338,1171832,297233,250620,13.12,38.93,52.05,6.79,16.62,0.98,-0.34,0.64,0.449692424,0.363485884,-0.08620654,-0.26,11.97,9.7,10.86,66.33,2.04
2018,2023,San Luis Potosí,24,27886,-9861,18025,19972,29,12784,10874,72.66,77.99,75.32,1426042,34.96,10446,3351,-2338,-7523,1496921,47858,2922963,74593,75544,125909,367232,777842,173082,122717,72172,627688,145645,138982,76753,77514,128972,369516,737537,174950,123492,74862,561894,150613,119184,151346,153058,254881,736748,1515379,348032,246209,147034,1189582,296258,258166,13.4,38.34,51.74,6.83,16.37,0.95,-0.34,0.62,0.437364414,0.357377086,-0.079987328,-0.26,11.64,9.41,10.55,65.99,2.02
